Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
1905.01.01,1905,0,AUSTRALIA,Y,3.75
1905.00.00,1905,Boating,USA,N,6.45045045045045
1904.11.02,1904,Unprovoked,PHILIPPINES,N,5.5
1904.10.11.R,1904,Unprovoked,INDIAN OCEAN,Y,6.0
1904.09.00,1904,Unprovoked,CUBA,Y,5.25
1904.08.00,1904,Unprovoked,CUBA,Y,5.25
1904.07.28,1904,Unprovoked,USA,N,5.5
1904.07.27,1904,Unprovoked,USA,Y,6.0
1904.07.01.R,1904,Unprovoked,ITALY,Y,5.75
1904.02.07,1904,Unprovoked,AUSTRALIA,Y,5.0
1904.02.04,1904,Unprovoked,NEW ZEALAND,Y,4.0
1904.01.23,1904,Unprovoked,NEW CALEDONIA,Y,5.0
1904.00.00.c,1904,0,USA,N,7.95045045045045
1904.00.00.b,1904,Unprovoked,PHILIPPINES,N,5.95045045045045
1904.00.00.a,1904,Unprovoked,USA,Y,5.45045045045045
1903.10.04,1903,Unprovoked,CUBA,Y,5.5
1903.09.16.R,1903,Unprovoked,USA,N,5.0
1903.07.00,1903,Unprovoked,FALKLAND ISLANDS,N,6.5
1903.06.21,1903,Unprovoked,AUSTRALIA,Y,5.0
1903.05.04,1903,Unprovoked,MEXICO,Y,5.5
1903.03.20.R,1903,Unprovoked,AUSTRALIA,Y,5.5
1903.03.12,1903,Unprovoked,AUSTRALIA,Y,5.0
1903.01.10,1903,Unprovoked,AUSTRALIA,Y,4.5
1903.00.00.b,1903,Unprovoked,CRETE,Y,7.95045045045045
1903.00.00.a,1903,Unprovoked,USA,Y,5.20045045045045
1902.12.22.R,1902,Unprovoked,NICARAGUA,Y,3.0
1902.11.10,1902,Unprovoked,AUSTRALIA,Y,3.3003003003003
1902.11.01.R,1902,Unprovoked,USA,N,5.5
1902.08.28.R,1902,Unprovoked,ITALY,Y,5.5
1902.08.24.R,1902,Boating,CROATIA,N,5.25
1902.08.08,1902,Unprovoked,USA,Y,5.5
1902.07.15,1902,Provoked,ITALY,N,5.25
1902.07.06,1902,Provoked,USA,N,5.25
1902.06.02,1902,Unprovoked,PHILIPPINES,N,5.25
1902.06.00,1902,Unprovoked,EGYPT,N,5.5
1902.04.00,1902,0,SOUTH AFRICA,Y,5.0
1902.02.22.R,1902,Provoked,NEW ZEALAND,N,5.25
1902.01.25.R,1902,Unprovoked,AUSTRALIA,Y,5.0
1902.01.19.R,1902,0,SOUTH AFRICA,Y,5.25
1902.01.19,1902,Unprovoked,AUSTRALIA,N,3.0
1901.12.01,1901,Unprovoked,AUSTRALIA,N,4.0
1901.10.00,1901,Unprovoked,PHILIPPINES,N,5.25
1901.09.23.R,1901,Unprovoked,CYPRUS,Y,4.0
1901.07.30,1901,Unprovoked,SOUTH AFRICA,Y,2.25
1901.07.17,1901,0,ITALY,0,5.0
1901.06.29.R,1901,0,YEMEN,0,7.5
1901.06.24,1901,Unprovoked,PHILIPPINES,N,4.5
1901.01.30,1901,Unprovoked,AUSTRALIA,Y,5.0
1901.00.00,1901,Unprovoked,USA,N,5.95045045045045
1900.12.27,1900,Unprovoked,AUSTRALIA,Y,5.0
1900.11.14,1900,Unprovoked,SOUTH AFRICA,Y,4.0
1900.10.27,1900,0,SOUTH AFRICA,Y,5.0
1900.09.15,1900,Unprovoked,AUSTRALIA,N,5.0
1900.09.13,1900,Unprovoked,USA,0,6.0
1900.09.05,1900,Unprovoked,USA,N,4.0503003003003
1900.08.21,1900,Unprovoked,USA,N,4.8003003003003
1900.07.31,1900,Unprovoked,CROATIA,Y,5.5
1900.07.14,1900,0,USA,Y,4.5
1900.07.00,1900,Provoked,USA,N,6.25
1900.01.28,1900,Unprovoked,AUSTRALIA,N,4.0
1900.00.00.b,1900,Unprovoked,USA,N,5.70045045045045
1900.00.00.a,1900,Unprovoked,SOUTH AFRICA,N,5.2507507507507505
1899.12.18,1899,Unprovoked,AUSTRALIA,N,4.8003003003003
1899.11.20,1899,Sea Disaster,PHILIPPINES,Y,6.5
1899.10.12.b,1899,Unprovoked,LIBYA,N,5.0
1899.10.12.a,1899,Unprovoked,LIBYA,Y,5.5
1899.09.11.R,1899,Unprovoked,MEXICO,Y,5.0
1899.08.23.R,1899,Provoked,USA,Y,4.75
1899.08.15,1899,Unprovoked,USA,Y,3.5
1899.08.08.c,1899,Unprovoked,EGYPT,N,3.5
1899.08.08.b,1899,Unprovoked,EGYPT,N,3.5
1899.08.08.a,1899,Unprovoked,EGYPT,N,3.5
1899.07.08.R,1899,Unprovoked,BAHAMAS,Y,7.0
1899.06.07,1899,Provoked,ITALY,N,4.75
1899.06.02,1899,0,NEW ZEALAND,Y,5.0
1899.05.28,1899,0,PHILIPPINES,Y,4.5
1899.05.04.R,1899,Unprovoked,ITALY,Y,5.5
1899.01.28,1899,0,AUSTRALIA,Y,4.0
1899.00.00.c,1899,Unprovoked,SOUTH AFRICA,N,5.95045045045045
1899.00.00.b,1899,Boating,USA,N,5.95045045045045
1899.00.00.a,1899,Unprovoked,USA,N,5.45045045045045
1898.12.28.R,1898,Unprovoked,AUSTRALIA,Y,5.0
1898.10.28,1898,Unprovoked,USA,Y,5.0
1898.09.19.b.R,1898,Unprovoked,0,N,8.25
1898.09.19.a.R,1898,Unprovoked,0,N,8.5
1898.08.22,1898,Unprovoked,USA,N,4.8003003003003
1898.07.26.R,1898,0,AUSTRALIA,Y,5.75
1898.07.15,1898,Unprovoked,YEMEN,Y,3.5503003003003
1898.07.14,1898,Unprovoked,YEMEN,Y,4.5
1898.07.00,1898,Unprovoked,CUBA,Y,5.5
1898.06.22,1898,Unprovoked,NEW CALEDONIA,Y,5.5
1898.04.13,1898,Sea Disaster,FIJI,N,6.5
1898.00.00.R,1898,0,CRETE,0,8.95045045045045
1898.00.00.f,1898,Unprovoked,USA,N,3.9504504504504503
1898.00.00.e,1898,Unprovoked,CUBA,Y,5.95045045045045
1898.00.00.d,1898,Unprovoked,JAMAICA,N,5.95045045045045
1898.00.00.c,1898,Unprovoked,CUBA,Y,5.95045045045045
1898.00.00.b,1898,Unprovoked,USA,N,5.95045045045045
1898.00.00.a,1898,Unprovoked,YEMEN,Y,5.95045045045045
1898.00.00 g,1898,Sea Disaster,USA,Y,6.95045045045045
1897.12.04.R,1897,Provoked,USA,N,6.5
1897.10.15,1897,0,MEXICO,N,4.5
1897.10.05.R,1897,Unprovoked,MARSHALL ISLANDS,Y,6.0
1897.09.17,1897,Provoked,USA,N,3.5503003003003
1897.09.06,1897,Unprovoked,USA,N,5.0
1897.07.21,1897,Unprovoked,SOUTH AFRICA,Y,4.8003003003003
1897.06.09,1897,0,YEMEN,Y,6.5
1897.03.15.b.R,1897,Unprovoked,0,Y,7.5
1897.03.15.a.R,1897,Unprovoked,USA,Y,5.5
1897.00.00.b,1897,Unprovoked,NEW ZEALAND,N,7.95045045045045
1897.00.00.a,1897,Unprovoked,EGYPT,0,7.95045045045045
1896.12.23,1896,Boating,AUSTRALIA,N,4.20045045045045
1896.12.20,1896,Unprovoked,NEW ZEALAND,Y,3.75
1896.12.17.R,1896,Unprovoked,NEW ZEALAND,Y,5.5
1896.11.29,1896,Unprovoked,AUSTRALIA,Y,5.5
1896.11.01,1896,Unprovoked,AUSTRALIA,Y,5.5
1896.09.11.R,1896,Unprovoked,SRI LANKA,N,8.0
1896.07.25,1896,Unprovoked,USA,Y,3.5
1896.06.21.R,1896,Unprovoked,USA,N,5.5
1896.01.11,1896,Unprovoked,AUSTRALIA,Y,3.3003003003003
1896.00.00.b,1896,Unprovoked,USA,Y,6.95045045045045
1896.00.00.a,1896,Unprovoked,HAITI,N,5.95045045045045
1895.12.09,1895,Unprovoked,AUSTRALIA,Y,4.0
1895.11.21.R,1895,Unprovoked,BARBADOS,N,5.0
1895.11.16,1895,Unprovoked,AUSTRALIA,Y,5.0
1895.09.18,1895,Sea Disaster,CUBA,Y,4.8003003003003
1895.09.14.R,1895,Unprovoked,YEMEN,Y,6.5
1895.09.00,1895,Provoked,USA,N,5.75
1895.08.11,1895,Unprovoked,USA,Y,3.0
1895.08.02,1895,Unprovoked,USA,N,5.0
1895.07.16.R,1895,Unprovoked,JAPAN,Y,7.0
1895.06.13.R,1895,Unprovoked,0,N,8.5
1895.06.03.R,1895,Unprovoked,AUSTRALIA,Y,5.5
1895.05.21,1895,Sea Disaster,BAHAMAS,N,5.0
1895.05.03,1895,Unprovoked,NEW ZEALAND,Y,5.0
1895.04.29,1895,Unprovoked,SOUTH AFRICA,Y,3.5
1895.04.23,1895,Unprovoked,NEW ZEALAND,N,4.3003003003003
1895.03.29.R,1895,Unprovoked,INDONESIA,Y,5.0
1895.03.15,1895,Unprovoked,AUSTRALIA,N,4.0
1895.02.27,1895,Unprovoked,AUSTRALIA,Y,4.0
1895.02.23.R,1895,Unprovoked,PANAMA,Y,6.0
1895.00.00.b,1895,Boating,AUSTRALIA,N,6.95045045045045
1894.12.11,1894,Provoked,USA,N,5.0
1894.11.28,1894,Unprovoked,AUSTRALIA,N,2.8003003003003
1894.10.06.R,1894,Unprovoked,USA,Y,5.5
1894.09.12.R,1894,Unprovoked,USA,N,5.0
1894.09.06.R,1894,Unprovoked,FIJI,N,5.5
1894.09.01.R,1894,Provoked,USA,N,5.0
1894.08.21,1894,Unprovoked,USA,0,5.5
1894.08.01,1894,Unprovoked,USA,N,5.0
1894.07.15.R,1894,Unprovoked,FRANCE,Y,5.0
1894.06.29,1894,Unprovoked,USA,0,6.5
1894.06.25,1894,Unprovoked,SOUTH AFRICA,Y,5.5
1894.06.15.b.R,1894,Unprovoked,USA,N,5.5
1894.06.15.a.R,1894,Unprovoked,MEXICO,Y,6.0
1894.04.28.b.R,1894,Unprovoked,BURMA,Y,5.0
1894.04.28.a.R,1894,Unprovoked,BURMA,Y,5.0
1893.10.20.R,1893,Unprovoked,INDIA,Y,5.5
1893.10.16,1893,0,CROATIA,N,6.5
1893.07.03,1893,Unprovoked,PHILIPPINES,Y,7.0
1893.06.22,1893,Unprovoked,LEBANON,Y,6.5
1893.06.22.R,1893,Unprovoked,NIGERIA,Y,5.5
1893.05.23.R,1893,Unprovoked,FIJI,Y,6.5
1893.05.17,1893,Unprovoked,CUBA,Y,4.0
1893.04.15,1893,Unprovoked,SOUTH ATLANTIC OCEAN,N,6.5
1893.04.14,1893,Unprovoked,AUSTRALIA,N,5.5
1893.04.04,1893,0,AUSTRALIA,Y,4.0
1893.01.30.R,1893,Unprovoked,NEW ZEALAND,Y,5.0
1893.01.18.R,1893,Unprovoked,FRENCH POLYNESIA,Y,6.25
1893.00.00,1893,Unprovoked,EGYPT,0,7.95045045045045
1892.12.15,1892,Unprovoked,ATLANTIC OCEAN,Y,6.0
1892.11.09.R,1892,Unprovoked,AUSTRALIA,N,6.5
1892.11.06,1892,Unprovoked,AUSTRALIA,N,5.5
1892.09.16.R,1892,Unprovoked,USA,N,5.5
1892.06.24,1892,0,FRANCE,0,8.0
1892.06.20.R,1892,Unprovoked,CUBA,Y,5.5
1892.05.19.R,1892,Unprovoked,NEW ZEALAND,N,5.0
1892.04.21.R,1892,Unprovoked,BAHAMAS,Y,6.0
1892.03.25.R,1892,Unprovoked,PACIFIC OCEAN,Y,7.5
1892.03.02,1892,Provoked,AUSTRALIA,N,2.5503003003003
1892.00.00,1892,Provoked,AUSTRALIA,Y,5.45045045045045
1891.12.31.R,1891,Unprovoked,AUSTRALIA,N,6.5
1891.12.22.R,1891,Unprovoked,NEW ZEALAND,N,5.0
1891.09.14.R,1891,Sea Disaster,KIRIBATI,Y,6.5
1891.08.30.R,1891,Unprovoked,CANADA,Y,5.0
1891.08.29,1891,Provoked,USA,N,5.5
1891.06.11,1891,0,USA,Y,4.75
1891.03.10,1891,Unprovoked,PARAGUAY,Y,8.3003003003003
1891.01.08.R,1891,Unprovoked,JAMAICA,Y,4.8003003003003
1890.12.30,1890,0,AUSTRALIA,Y,6.5
1890.12.27.R,1890,Unprovoked,BRITISH NEW GUINEA,N,4.5
1890.10.25.R,1890,Unprovoked,ATLANTIC OCEAN,Y,7.0
1890.08.17.R,1890,Provoked,USA,N,5.75
1890.08.09,1890,Unprovoked,USA,N,5.0
1890.08.08,1890,Unprovoked,SAMOA,N,5.0
1890.06.26,1890,Unprovoked,CROATIA,N,6.95045045045045
1890.06.14.R,1890,Unprovoked,PERSIAN GULF,N,7.5
1890.06.02.R,1890,Unprovoked,EGYPT,Y,6.5
1890.05.14,1890,0,SOUTH AFRICA,0,5.5
1890.02.25,1890,Boating,MALTA,Y,4.75
1890.00.00.e,1890,Unprovoked,AUSTRALIA,N,4.95045045045045
1890.00.00.d,1890,Unprovoked,INDIA,0,6.95045045045045
1890.00.00.c,1890,Unprovoked,INDIA,0,6.95045045045045
1890.00.00.b,1890,Unprovoked,NEW ZEALAND,Y,5.95045045045045
1890.00.00.a,1890,Unprovoked,SOUTH AFRICA,Y,4.95045045045045
1889.11.29.R,1889,0,GREECE,0,8.0
1889.11.22,1889,Unprovoked,AUSTRALIA,Y,5.5
1889.11.16,1889,0,USA,Y,4.75
1889.10.03.R,1889,Unprovoked,INDIA,Y,5.5
1889.07.21,1889,Unprovoked,USA,Y,5.0
1889.07.19,1889,Unprovoked,USA,N,3.5
1889.07.08,1889,Unprovoked,AUSTRALIA,Y,5.5
1889.01.31.R,1889,Provoked,USA,N,6.25
1889.01.00,1889,Unprovoked,SIERRA LEONE,Y,5.5
1888.12.25.R,1888,Unprovoked,INDIAN OCEAN,N,6.5
1888.12.09,1888,Unprovoked,AUSTRALIA,Y,3.0
1888.12.00,1888,Unprovoked,AUSTRALIA,Y,5.5
1888.10.23.R,1888,Unprovoked,CROATIA,Y,6.5
1888.08.14,1888,Sea Disaster,CANADA,Y,4.8003003003003
1888.08.01.R,1888,Boating,USA,N,7.25
1888.07.20.R,1888,0,JAMAICA,Y,7.75
1888.07.13.R,1888,Sea Disaster,INDIA,Y,5.5
1888.07.04,1888,0,CROATIA,Y,8.0
1888.06.24,1888,Boating,AUSTRALIA,N,5.8003003003003
1888.06.18.R,1888,0,AUSTRALIA,Y,5.0
1888.02.17,1888,Unprovoked,NEW ZEALAND,N,3.5
1888.02.00,1888,Unprovoked,SOUTH AFRICA,Y,5.5
1888.01.22,1888,Boating,AUSTRALIA,N,5.25
1888.00.00,1888,Unprovoked,LIBYA,N,5.95045045045045
1887.12.22.R,1887,Unprovoked,HONDURAS,Y,4.0
1887.12.04,1887,Unprovoked,AUSTRALIA,Y,3.5
1887.10.18,1887,Unprovoked,USA,Y,5.25
1887.10.00,1887,Sea Disaster,BAHAMAS,Y,7.95045045045045
1887.09.22,1887,Unprovoked,ITALY,N,6.0
1887.09.06,1887,0,CROATIA,Y,7.0
1887.03.12,1887,Boating,AUSTRALIA,N,6.0
1887.02.08.R,1887,Unprovoked,NEW ZEALAND,Y,5.5
1887.02.08,1887,Provoked,SOUTH AFRICA,N,5.5
1887.01.20,1887,Sea Disaster,BRAZIL,Y,4.25
1887.01.12,1887,Unprovoked,SOUTH AFRICA,Y,3.25
1887.00.00,1887,Sea Disaster,OCEAN,N,6.70045045045045
1886.08.00.c,1886,Boating,USA,N,4.75
1886.08.00.b,1886,Provoked,USA,N,6.25
1886.08.00.a,1886,Boating,USA,N,4.25
1886.06.17,1886,Unprovoked,AUSTRALIA,Y,4.5
1886.06.02,1886,0,USA,Y,5.0
1886.05.06,1886,Unprovoked,NEW CALEDONIA,Y,4.5
1886.04.26,1886,Unprovoked,AUSTRALIA,N,5.5
1886.04.11,1886,0,NEW ZEALAND,Y,5.5
1886.03.06.R,1886,0,NEW ZEALAND,N,5.25
1886.03.00,1886,0,AUSTRALIA,Y,4.5
1886.02.13.R,1886,Boating,AUSTRALIA,N,5.25
1886.01.28,1886,Unprovoked,SOUTH AFRICA,N,4.25
1886.01.26,1886,Unprovoked,AUSTRALIA,N,6.0
1886.01.01,1886,Unprovoked,SOUTH AFRICA,Y,5.0
1886.00.00,1886,Unprovoked,AUSTRALIA,N,5.2507507507507505
1885.11.26.R,1885,Boating,AUSTRALIA,N,5.75
1885.11.26,1885,Unprovoked,AUSTRALIA,N,4.8003003003003
1885.08.17,1885,Unprovoked,ATLANTIC OCEAN,Y,7.5
1885.07.26.c,1885,Sea Disaster,USA,N,5.5
1885.07.26.b,1885,Sea Disaster,USA,N,5.5
1885.07.26.a,1885,Sea Disaster,USA,Y,5.0
1885.04.16.R,1885,Unprovoked,0,Y,8.5
1885.04.09,1885,Unprovoked,NEW ZEALAND,N,5.5
1885.03.28,1885,Unprovoked,SOUTH AFRICA,N,4.75
1884.12.13,1884,Sea Disaster,AUSTRALIA,Y,4.25
1884.12.08.R,1884,Provoked,FRANCE,Y,3.75
1884.08.28.R.,1884,Unprovoked,USA,N,5.0
1884.08.18,1884,0,USA,N,4.25
1884.01.16,1884,Unprovoked,SOUTH AFRICA,Y,5.5
1884.01.14,1884,Unprovoked,AUSTRALIA,Y,4.5
1883.12.19,1883,Unprovoked,AUSTRALIA,Y,3.0
1883.09.14.R,1883,Unprovoked,AUSTRALIA,Y,5.5
1883.07.05,1883,Provoked,GEORGIA,N,6.0
1883.02.26.R,1883,Unprovoked,AUSTRALIA,N,5.5
1883.02.25.R,1883,Unprovoked,AUSTRALIA,Y,5.5
1883.01.21,1883,Unprovoked,AUSTRALIA,Y,3.0
1883.00.00.d,1883,Unprovoked,PACIFIC OCEAN,Y,7.45045045045045
1883.00.00.c,1883,Unprovoked,USA,Y,5.95045045045045
1883.00.00.b,1883,0,USA,Y,5.70045045045045
1883.00.00.a,1883,Unprovoked,USA,Y,6.45045045045045
1882.12.03,1882,Provoked,NEW ZEALAND,N,5.0
1882.11.12.b,1882,Unprovoked,NEW ZEALAND,N,4.3003003003003
1882.11.12.a,1882,Unprovoked,NEW ZEALAND,N,4.3003003003003
1882.09.00,1882,Unprovoked,JAPAN,N,7.5
1882.05.14,1882,Unprovoked,AUSTRALIA,N,4.3003003003003
1882.05.12.R,1882,Unprovoked,AUSTRALIA,Y,7.5
1882.04.15,1882,Unprovoked,AUSTRALIA,Y,6.0
1882.02.07.R,1882,Unprovoked,AUSTRALIA,Y,7.5
1882.01.23.R,1882,Unprovoked,AUSTRALIA,Y,5.0
1882.00.00.b,1882,Unprovoked,USA,N,5.45045045045045
1882.00.00.a,1882,Unprovoked,AUSTRALIA,N,5.95045045045045
1881.11.13,1881,0,AUSTRALIA,N,4.3003003003003
1881.10.16,1881,0,USA,Y,4.0
1881.09.05,1881,Unprovoked,USA,Y,5.1006006006006
1881.08.16.R,1881,Unprovoked,0,Y,6.0
1881.08.12,1881,Unprovoked,USA,N,5.0
1881.06.25,1881,Unprovoked,0,N,7.0
1881.06.13,1881,Unprovoked,USA,Y,4.0
1881.00.00.b,1881,Unprovoked,INDIA,Y,8.20045045045045
1881.00.00.a,1881,Boating,ITALY,N,5.45045045045045
1880.11.25,1880,Unprovoked,AUSTRALIA,Y,2.8003003003003
1880.10.10,1880,Sea Disaster,AUSTRALIA,Y,4.5
1880.08.08,1880,Unprovoked,MOZAMBIQUE,Y,6.5
1880.07.25,1880,Boating,USA,N,3.5
1880.05.15,1880,Unprovoked,INDIA,N,3.0
1880.05.14,1880,Unprovoked,INDIA,N,4.25
1880.05.07.R,1880,0,MEXICO,Y,5.25
1880.05.02.b,1880,Unprovoked,INDIA,Y,4.0
1880.05.02.a,1880,Unprovoked,INDIA,Y,3.25
1880.01.22,1880,Boating,AUSTRALIA,N,5.0
1880.01.03,1880,Unprovoked,AUSTRALIA,N,4.0
1880.00.00.e,1880,0,SYRIA,Y,7.70045045045045
1880.00.00.d,1880,0,USA,Y,5.45045045045045
1880.00.00.c,1880,Unprovoked,SOLOMON ISLANDS,N,5.95045045045045
1880.00.00.a,1880,Unprovoked,NEW ZEALAND,N,5.95045045045045
1879.12.24,1879,Unprovoked,INDIA,Y,4.0
1879.11.10,1879,Unprovoked,AUSTRALIA,N,5.5
1879.09.22,1879,Provoked,SPAIN,N,6.25
1879.08.30.R,1879,Sea Disaster,FIJI,N,5.25
1879.07.03,1879,Unprovoked,USA,N,5.0
1879.03.19,1879,Unprovoked,NEW ZEALAND,Y,4.5
1879.03.10,1879,0,AUSTRALIA,Y,5.5
1879.00.00,1879,Unprovoked,USA,Y,4.95045045045045
1878.11.17,1878,Unprovoked,AUSTRALIA,N,5.0
1878.10.24.R,1878,Unprovoked,INDONESIA,Y,5.0
1878.10.13,1878,Unprovoked,0,Y,8.5
1878.09.14.R,1878,Provoked,USA,N,5.0
1878.09.02.b,1878,Sea Disaster,SOUTH ATLANTIC OCEAN,N,6.25
1878.09.02.a,1878,Sea Disaster,SOUTH ATLANTIC OCEAN,Y,6.75
1878.08.09,1878,Unprovoked,USA,Y,4.3003003003003
1878.08.08,1878,Unprovoked,USA,Y,3.3003003003003
1878.06.10,1878,Unprovoked,PHILIPPINES,Y,5.0
1878.03.30.R,1878,Unprovoked,NEW GUINEA,N,8.0
1878.02.13,1878,Sea Disaster,SOUTH AFRICA,Y,4.75
1878.00.00,1878,Unprovoked,AUSTRALIA,Y,4.95045045045045
1877.12.15.R,1877,Sea Disaster,FIJI,Y,8.5
1877.12.15,1877,Unprovoked,AUSTRALIA,N,3.75
1877.12.12,1877,Unprovoked,AUSTRALIA,Y,5.5
1877.09.15,1877,Unprovoked,AUSTRALIA,N,4.0503003003003
1877.08.28.R,1877,0,INDIAN OCEAN,Y,7.5
1877.04.07,1877,Provoked,AUSTRALIA,N,4.25
1877.04.04.,1877,Unprovoked,AUSTRALIA,N,4.8003003003003
1877.03.16,1877,Unprovoked,ITALY,N,5.0
1877.03.11,1877,Unprovoked,FIJI,N,4.5
1877.02.17.R,1877,Unprovoked,AUSTRALIA,N,5.0
1877.01.28,1877,Unprovoked,AUSTRALIA,Y,5.0
1877.01.24.R,1877,Unprovoked,AUSTRALIA,N,5.0
1877.01.04,1877,0,SOUTH AFRICA,Y,4.5
1877.00.00,1877,Unprovoked,INDIA,N,6.95045045045045
1876.09.07.R,1876,Unprovoked,GREECE,Y,5.5
1876.06.04.R,1876,Unprovoked,USA,N,5.5
1876.05.14,1876,Unprovoked,AUSTRALIA,Y,5.0
1876.02.06,1876,Unprovoked,AUSTRALIA,Y,4.75
1876.00.00.d,1876,Unprovoked,LEBANON,Y,5.95045045045045
1876.00.00.c,1876,Unprovoked,ENGLAND,N,6.45045045045045
1876.00.00.b,1876,Unprovoked,AUSTRALIA,N,5.95045045045045
1876.00.00.a,1876,Unprovoked,AUSTRALIA,Y,5.95045045045045
1875.11.27.R,1875,Unprovoked,AUSTRALIA,N,5.5
1875.08.10,1875,0,SOUTH AFRICA,Y,6.25
1875.03.03,1875,Unprovoked,NEW ZEALAND,Y,4.5
1875.01.20.R,1875,0,AUSTRALIA,N,5.25
1874.11.21,1874,Unprovoked,AUSTRALIA,N,5.0
1875.00.00,1875,Unprovoked,AUSTRALIA,Y,5.0
1874.11.14.R,1874,Boating,CROATIA,N,6.5
1874.07.23,1874,Boating,FRANCE,N,9.0
1874.07.15.R,1874,Unprovoked,USA,N,5.5
1874.07.15,1874,Unprovoked,USA,N,4.3003003003003
1874.06.15.b.R,1874,Unprovoked,KIRIBATI,Y,6.0
1874.06.15.a.R,1874,Unprovoked,0,N,9.0
1874.04.20.R,1874,Boating,CANADA,N,5.0
1874.01.09,1874,Unprovoked,AUSTRALIA,N,5.45045045045045
1874.00.00,1874,Boating,TUVALU,Y,7.2507507507507505
1873.07.28,1873,Provoked,USA,N,4.75
1873.06.09.R,1873,0,AUSTRALIA,Y,4.75
1873.01.09.R,1873,Unprovoked,AUSTRALIA,N,5.0
1873.00.00,1873,Unprovoked,CUBA,N,5.0
1872.11.30.R,1872,Unprovoked,INDIAN OCEAN,Y,7.5
1872.11.24,1872,0,AZORES,N,6.75
1872.08.07.R,1872,0,CROATIA,0,7.5
1872.04.03.R,1872,Unprovoked,USA,N,5.5
1872.02.26,1872,Sea Disaster,AUSTRALIA,Y,7.0
1872.01.28,1872,0,Fiji,Y,4.8003003003003
1872.00.00,1872,Sea Disaster,SOUTH ATLANTIC OCEAN,N,6.2507507507507505
1871.12.11.R,1871,0,AUSTRALIA,N,5.5
1871.08.29.R,1871,Unprovoked,USA,N,6.5
1871.08.00,1871,Provoked,USA,N,6.0
1871.05.22.R,1871,Unprovoked,SRI LANKA,N,5.5
1871.03.24,1871,Unprovoked,INDIA,Y,4.25
1871.00.00.c,1871,Unprovoked,AUSTRALIA,Y,5.95045045045045
1871.00.00.b,1871,Unprovoked,AUSTRALIA,N,5.95045045045045
1871.00.00.a,1871,Unprovoked,AUSTRALIA,N,4.7507507507507505
1870.07.27,1870,Unprovoked,USA,N,5.0
1870.06.19,1870,Unprovoked,INDIA,N,4.25
1870.06.01,1870,Unprovoked,INDIA,N,4.5
1870.05.26.R,1870,Unprovoked,AUSTRALIA,N,4.0
1870.05.18,1870,Unprovoked,INDIA,N,4.5
1870.05.11,1870,Unprovoked,INDIA,N,4.25
1870.01.09,1870,Unprovoked,AUSTRALIA,N,4.0
1870.00.00,1870,0,AUSTRALIA,N,4.95045045045045
1869.04.15.R,1869,Unprovoked,AUSTRALIA,N,4.5
1869.04.10,1869,0,0,Y,7.75
1868.09.01,1868,Unprovoked,ITALY,Y,5.0
1868.05.13,1868,Unprovoked,INDIA,Y,2.5
1868.01.17,1868,Sea Disaster,VIETNAM,Y,7.0
1868.01.04.R,1868,Sea Disaster,AUSTRALIA,N,6.25
1868.00.00.b,1868,Unprovoked,AUSTRALIA,Y,5.5
1868.00.00.a,1868,Unprovoked,NEW ZEALAND,N,5.45045045045045
1867.08.22.R,1867,Unprovoked,EGYPT,Y,6.5
1867.08.00,1867,Unprovoked,MEXICO,Y,5.5
1867.06.26,1867,Sea Disaster,CUBA,Y,5.5
1867.00.00,1867,Unprovoked,CUBA,Y,5.70045045045045
1866.04.24.R,1866,0,AUSTRALIA,Y,5.25
1865.09.02,1865,Unprovoked,USA,N,3.0
1865.07.18.R,1865,Unprovoked,USA,Y,5.5
1865.03.01.R,1865,Boating,SOUTH AFRICA,Y,5.5
1865.00.00,1865,Boating,AUSTRALIA,N,6.95045045045045
1864.09.18.R,1864,Provoked,FRANCE,N,5.0
1864.09.00,1864,Unprovoked,SCOTLAND,N,5.0
1864.08.12,1864,Unprovoked,USA,N,4.0
1864.07.25,1864,Unprovoked,SPAIN,Y,4.8003003003003
1864.01.27.R,1864,Unprovoked,PANAMA,Y,5.5
1864.01.16.R,1864,Unprovoked,NEW ZEALAND,Y,5.5
1864.01.02,1864,Unprovoked,NEW ZEALAND,N,5.5
1864.00.00,1864,0,AUSTRALIA,Y,5.70045045045045
1863.12.14,1863,Unprovoked,GUINEA,Y,3.3003003003003
1863.09.13.R,1863,Unprovoked,USA,N,5.5
1863.04.00,1863,Unprovoked,AUSTRALIA,Y,5.0
1863.03.05,1863,Unprovoked,AUSTRALIA,N,4.0
1863.02.05,1863,0,SOUTH AFRICA,Y,3.75
1863.01.10,1863,Unprovoked,AUSTRALIA,Y,3.3003003003003
1863.00.00.R,1863,Unprovoked,GREECE,Y,6.95045045045045
1862.12.22,1862,Unprovoked,NEW ZEALAND,N,3.0
1862.12.19.R,1862,Unprovoked,AUSTRALIA,Y,5.5
1862.12.04,1862,0,NEW ZEALAND,0,8.0
1862.08.15.R,1862,Unprovoked,SPAIN,N,6.5
1862.08.02.R,1862,0,SPAIN,0,6.5
1862.07.25,1862,Unprovoked,SPAIN,Y,4.0
1862.07.14,1862,Unprovoked,SPAIN,Y,4.0
1862.07.13,1862,Unprovoked,SPAIN,Y,4.0
1862.06.03,1862,Unprovoked,SOUTH AFRICA,N,5.5
1862.05.05,1862,Unprovoked,SOUTH AFRICA,N,5.5
