Case Number,Year,Type,Country,Fatal (Y/N),Incompletion
2013.04.02.a,2013,Unprovoked,USA,N,3.0
2013.03.31,2013,0,AUSTRALIA,N,3.5
2013.03.29,2013,Unprovoked,SEYCHELLES,N,5.0
2013.03.21.R,2013,Unprovoked,BELIZE,N,6.5
2013.03.21,2013,Unprovoked,BAHAMAS,N,4.0
2013.03.16.b,2013,Provoked,SOUTH AFRICA,N,2.25
2013.03.16.a,2013,Unprovoked,SOUTH AFRICA,N,5.0
2013.03.12,2013,Unprovoked,JAMAICA,Y,2.5
2013.03.10.b,2013,Unprovoked,AUSTRALIA,N,2.5
2013.03.10.a,2013,Unprovoked,PHILIPPINES,N,3.25
2013.03.03,2013,Unprovoked,SOUTH AFRICA,N,4.0
2013.02.27,2013,Unprovoked,NEW ZEALAND,Y,2.5
2013.02.21.b,2013,Unprovoked,USA,N,5.5
2013.02.21.a,2013,Unprovoked,USA,N,3.5
2013.02.10,2013,Unprovoked,USA,N,2.5
2013.02.09,2013,Unprovoked,FRENCH POLYNESIA,N,2.5
2013.02.01,2013,Unprovoked,JAMAICA,N,4.5
2013.01.26,2013,Boat,AUSTRALIA,N,5.0
2013.01.25,2013,Unprovoked,AUSTRALIA,N,5.0
2013.01.21.R,2013,0,AUSTRALIA,N,3.75
2013.01.16,2013,Unprovoked,USA,N,2.5
2013.01.13,2013,Unprovoked,NEW ZEALAND,N,4.5
2013.01.05,2013,Unprovoked,AUSTRALIA,N,3.0
2012.12.31,2012,Unprovoked,USA,N,4.5
2012.12.30,2012,Unprovoked,AUSTRALIA,N,2.5
2012.12.28,2012,Unprovoked,AUSTRALIA,N,2.5
2012.12.25,2012,Unprovoked,SOUTH AFRICA,Y,3.5
2012.12.19,2012,Unprovoked,AUSTRALIA,N,2.5
2012.12.05,2012,Unprovoked,USA,N,3.0
2012.12.02,2012,Unprovoked,AUSTRALIA,N,3.0
2012.12.00,2012,Unprovoked,NEW ZEALAND,N,3.5
2012.11.30,2012,Unprovoked,USA,N,2.5
2012.11.27,2012,0,AUSTRALIA,N,3.25
2012.11.22,2012,Unprovoked,MEXICO,Y,2.5
2012.11.19,2012,Unprovoked,USA,N,2.5
2012.11.04.b,2012,Unprovoked,USA,N,2.5
2012.11.04.a,2012,Unprovoked,USA,N,3.0
2012.10.30,2012,Unprovoked,USA,N,2.5
2012.10.27,2012,Unprovoked,USA,N,2.25
2012.10.23,2012,Unprovoked,USA,Y,2.5
2012.10.19,2012,Unprovoked,USA,N,4.5
2012.10.18.b,2012,Unprovoked,USA,N,3.5
2012.10.18.a,2012,Unprovoked,USA,N,2.5
2012.10.16,2012,0,USA,N,4.0
2012.10.11.R,2012,Unprovoked,NIGERIA,N,4.5
2012.10.07,2012,Unprovoked,USA,N,2.75
2012.10.02,2012,Unprovoked,AUSTRALIA,N,2.5
2012.09.25,2012,Unprovoked,USA,N,2.5
2012.09.24,2012,Unprovoked,USA,N,2.8003003003003
2012.09.16,2012,Unprovoked,USA,N,3.5
2012.09.10,2012,Unprovoked,TONGA,N,3.5
2012.09.09,2012,Unprovoked,USA,N,4.5
2012.09.08.b,2012,Unprovoked,USA,N,3.0
2012.09.08.a,2012,Unprovoked,USA,N,4.8003003003003
2012.09.06.b,2012,Unprovoked,USA,N,3.3003003003003
2012.09.06.a,2012,Unprovoked,USA,N,3.0
2012.09.04,2012,Unprovoked,USA,N,3.5
2012.09.02.b,2012,Unprovoked,USA,N,3.0
2012.09.02.b,2012,Provoked,USA,N,5.0
2012.09.02.a,2012,Unprovoked,USA,N,3.0
2012.08.31,2012,Provoked,SCOTLAND,N,3.25
2012.08.28,2012,Unprovoked,AUSTRALIA,N,3.0
2012.08.26,2012,Unprovoked,BRAZIL,Y,3.3003003003003
2012.08.15,2012,Unprovoked,USA,N,4.5
2012.08.11,2012,Boat,AUSTRALIA,N,5.0
2012.08.09,2012,Unprovoked,USA,N,2.5
2012.08.05,2012,Unprovoked,REUNION,N,3.5
2012.08.04,2012,Unprovoked,FRENCH POLYNESIA,N,5.0
2012.07.31.b,2012,Unprovoked,USA,N,2.75
2012.07.31.a,2012,Unprovoked,AUSTRALIA,N,2.5
2012.07.30.b,2012,Unprovoked,USA,N,3.0
2012.07.30.a,2012,Unprovoked,USA,N,2.5
2012.07.24,2012,0,USA,N,3.0
2012.07.23,2012,Unprovoked,REUNION,Y,4.0
2012.07.21,2012,0,TRINIDAD & TOBAGO,Y,4.0
2012.07.19,2012,0,CANADA,N,3.25
2012.07.14,2012,Unprovoked,AUSTRALIA,Y,2.5
2012.07.08,2012,Unprovoked,USA,N,3.0
2012.07.07.c,2012,Unprovoked,BAHAMAS,N,6.0
2012.07.07.b,2012,0,AUSTRALIA,Y,2.75
2012.07.07.a,2012,Unprovoked,USA,N,3.0
2012.07.06,2012,Unprovoked,SOUTH AFRICA,N,2.5
2012.06.28.R,2012,0,CROATIA,N,6.25
2012.06.26.c,2012,Unprovoked,USA,N,2.5
2012.06.26.b,2012,Unprovoked,USA,N,3.5
2012.06.26.a,2012,Unprovoked,USA,N,2.5
2012.06.22.b,2012,Unprovoked,AUSTRALIA,N,5.0
2012.06.22.a,2012,Unprovoked,USA,N,3.0
2012.06.20,2012,Unprovoked,AUSTRALIA,N,2.5
2012.06.19,2012,0,USA,N,3.25
2012.06.18,2012,Unprovoked,USA,N,3.0
2012.06.15,2012,Provoked,USA,N,2.75
2012.06.14.d,2012,Unprovoked,USA,N,3.3003003003003
2012.06.14.c,2012,Unprovoked,USA,N,4.3003003003003
2012.06.14.b,2012,Unprovoked,USA,N,4.3003003003003
2012.06.14.a,2012,Unprovoked,USA,N,2.5
2012.06.12,2012,Unprovoked,AUSTRALIA,N,2.8003003003003
2012.06.10,2012,Provoked,ITALY,N,2.8003003003003
2012.06.03,2012,Unprovoked,AUSTRALIA,N,2.5
2012.06.02.b,2012,Unprovoked,USA,N,4.0
2012.06.02.a,2012,Unprovoked,USA,N,3.0
2012.05.31,2012,Unprovoked,USA,N,2.5
2012.05.29,2012,Unprovoked,MEXICO,N,2.5
2012.05.23,2012,Unprovoked,USA,N,2.5
2012.05.20,2012,Unprovoked,USA,N,3.8003003003003
2012.05.16,2012,Unprovoked,FIJI,N,5.0
2012.05.12,2012,Unprovoked,USA,N,2.25
2012.05.09,2012,Unprovoked,USA,N,3.0
2012.05.06,2012,Unprovoked,USA,N,2.5
2012.04.19.b,2012,Unprovoked,USA,N,2.5
2012.04.19.a,2012,Unprovoked,SOUTH AFRICA,Y,2.5
2012.04.11,2012,Unprovoked,AUSTRALIA,N,3.5
2012.04.03,2012,Unprovoked,USA,N,2.5
2012.04.00,2012,Unprovoked,USA,N,4.5
2012.03.31,2012,Unprovoked,AUSTRALIA,Y,2.5
2012.03.24,2012,Unprovoked,USA,N,3.0
2012.03.22,2012,Boat,AUSTRALIA,N,4.75
2012.03.20,2012,Unprovoked,AUSTRALIA,N,3.0
2012.03.15,2012,Unprovoked,USA,N,2.5
2012.03.14.b,2012,Unprovoked,USA,N,2.5
2012.03.14.a,2012,Unprovoked,USA,N,2.5
2012.03.06.b,2012,Unprovoked,NEW ZEALAND,N,4.0
2012.03.06.a,2012,Provoked,AUSTRALIA,N,2.75
2012.03.05,2012,Unprovoked,REUNION,N,3.0
2012.03.04,2012,Unprovoked,USA,N,2.5
2012.03.03,2012,0,SAUDI ARABIA,N,4.0
2012.03.01,2012,Provoked,CHILE,N,5.0
2012.02.26,2012,Provoked,USA,N,3.25
2012.02.25,2012,Unprovoked,AUSTRALIA,N,4.0
2012.02.20,2012,Boat,SOUTH AFRICA,N,6.0
2012.02.06,2012,Unprovoked,AUSTRALIA,N,3.0
2012.01.22.R,2012,Unprovoked,BAHAMAS,N,5.5
2012.01.27,2012,Unprovoked,USA,N,5.0
2012.01.19,2012,Unprovoked,AUSTRALIA,N,2.8003003003003
2012.01.18.b,2012,Provoked,TAIWAN,N,4.0
2012.01.18.a,2012,Unprovoked,AUSTRALIA,N,2.5
2012.01.15,2012,Unprovoked,SOUTH AFRICA,Y,2.5
2012.01.13,2012,Unprovoked,USA,N,3.5
2012.01.03,2012,Unprovoked,AUSTRALIA,N,2.5
2012.01.02,2012,Unprovoked,AUSTRALIA,N,2.5
2011.12.31,2011,Unprovoked,USA,N,4.5
2011.12.26.R,2011,0,ANTIGUA,N,3.8003003003003
2011.12.25,2011,Unprovoked,ECUADOR,N,3.5
2011.12.23,2011,Unprovoked,USA,N,3.0
2011.12.21.b,2011,Provoked,USA,N,4.25
2011.12.21.a,2011,Unprovoked,SOUTH AFRICA,N,3.3003003003003
2011.12.11,2011,Unprovoked,AUSTRALIA,N,2.5
2011.12.07.b,2011,0,SOUTH AFRICA,N,4.5
2011.12.07.a,2011,Unprovoked,AUSTRALIA,N,3.5
2011.12.06,2011,Unprovoked,USA,N,4.5
2011.12.05,2011,0,AUSTRALIA,Y,5.5
2011.12.02,2011,Unprovoked,AUSTRALIA,N,2.75
2011.11.29,2011,Unprovoked,INDONESIA,N,3.0
2011.11.28,2011,Unprovoked,AUSTRALIA,N,2.8003003003003
2011.11.22,2011,Unprovoked,USA,N,4.5
2011.11.20.R,2011,Unprovoked,PAPUA NEW GUINEA,N,5.5
2011.11.12,2011,Unprovoked,BRAZIL,N,4.5
2011.11.11,2011,Unprovoked,REUNION,N,3.3003003003003
2011.10.29.,2011,Unprovoked,USA,N,3.5
2011.10.28.R,2011,Unprovoked,SCOTLAND,N,3.5
2011.10.28.,2011,Provoked,SOUTH AFRICA,N,6.5
2011.10.22,2011,Unprovoked,AUSTRALIA,Y,2.5
2011.10.20,2011,Unprovoked,USA,N,3.5
2011.10.19,2011,Unprovoked,AUSTRALIA,N,2.5
2011.10.11,2011,Unprovoked,USA,N,4.5
2011.10.10,2011,Unprovoked,USA,N,4.5
2011.10.09,2011,Unprovoked,AUSTRALIA,Y,3.0
2011.10.05,2011,Boat,REUNION,N,3.5
2011.10.02,2011,Unprovoked,USA,N,4.3003003003003
2011.10.01,2011,Unprovoked,USA,N,4.0
2011.09.30,2011,0,USA,N,2.5
2011.09.28.b,2011,Provoked,DOMINICAN REPUBLIC,N,4.0
2011.09.28.a,2011,Unprovoked,SOUTH AFRICA,N,2.5
2011.09.24.b,2011,Unprovoked,USA,N,3.0
2011.09.24.a,2011,Unprovoked,USA,N,3.5
2011.09.20,2011,Boat,USA,N,4.0
2011.09.19,2011,Unprovoked,REUNION,Y,3.0
2011.09.17,2011,Unprovoked,KENYA,Y,5.0
2011.09.16,2011,Unprovoked,USA,N,2.5
2011.09.11.b,2011,Unprovoked,USA,N,3.0
2011.09.11.a,2011,Unprovoked,PAPUA NEW GUINEA,N,2.8003003003003
2011.09.04.b,2011,Unprovoked,USA,N,5.5
2011.09.04.a,2011,Unprovoked,AUSTRALIA,Y,2.5
2011.09.02,2011,Unprovoked,USA,N,2.5
2011.08.31,2011,Unprovoked,USA,N,2.5
2011.08.28.b,2011,0,AUSTRALIA,Y,3.0
2011.08.28.a,2011,Unprovoked,USA,N,2.75
2011.08.26,2011,Unprovoked,RUSSIA,N,4.3003003003003
2011.08.24.b,2011,Unprovoked,USA,N,4.0
2011.08.24.a,2011,Unprovoked,USA,N,3.5
2011.08.23,2011,Unprovoked,SOUTH AFRICA,Y,3.0
2011.08.18,2011,Unprovoked,RUSSIA,N,4.0
2011.08.17.c.,2011,Unprovoked,USA,N,2.5
2011.08.17.b.,2011,0,USA,N,3.5
2011.08.17.a,2011,Unprovoked,RUSSIA,N,2.8003003003003
2011.08.16.c,2011,Unprovoked,FRENCH POLYNESIA,N,3.0
2011.08.16.b,2011,Unprovoked,USA,N,3.7507507507507505
2011.08.16.a,2011,Unprovoked,SEYCHELLES,Y,2.5
2011.08.15,2011,0,USA,N,3.5
2011.08.11,2011,Unprovoked,USA,N,3.4504504504504503
2011.08.01,2011,Unprovoked,SEYCHELLES,Y,3.0
2011.07.31,2011,0,BRAZIL,Y,3.25
2011.07.30,2011,Sea Disaster,PHILIPPINES,N,6.0
2011.07.25,2011,Unprovoked,USA,N,4.3003003003003
2011.07.22,2011,Unprovoked,SOUTH AFRICA,N,2.5
2011.07.19,2011,Unprovoked,USA,N,3.0
2011.07.15,2011,Unprovoked,REUNION,N,4.5
2011.07.13.b,2011,Unprovoked,USA,N,4.0
2011.07.13.a,2011,Unprovoked,BAHAMAS,N,3.5
2011.07.07.b,2011,Unprovoked,USA,N,3.0
2011.07.07.a,2011,Unprovoked,USA,N,4.0
2011.07.06,2011,Unprovoked,REUNION,N,2.75
2011.07.05,2011,Unprovoked,COLUMBIA,N,3.5
2011.06.30,2011,Unprovoked,TURKS & CAICOS,N,3.0
2011.06.29,2011,Unprovoked,BRAZIL,N,3.0
2011.06.28,2011,Unprovoked,SOUTH AFRICA,N,2.5
2011.06.26,2011,Unprovoked,USA,N,2.8003003003003
2011.06.24,2011,Unprovoked,USA,N,3.5
2011.06.21,2011,Unprovoked,USA,N,3.3003003003003
2011.06.19.b,2011,Unprovoked,TURKS & CAICOS,N,3.5
2011.06.19.a,2011,Unprovoked,COSTA RICA,Y,3.0
2011.06.15,2011,Unprovoked,REUNION,Y,3.0
2011.06.14.R,2011,Boat,UNITED KINGDOM,N,6.0
2011.06.12,2011,Unprovoked,USA,N,2.5
2011.06.06.R,2011,Unprovoked,COLUMBIA,N,4.0
2011.06.06.b,2011,Unprovoked,USA,N,3.5
2011.06.06.a,2011,Unprovoked,USA,N,2.5
2011.06.01,2011,Unprovoked,MALAYSIA,N,5.0
2011.05.30,2011,Unprovoked,USA,N,3.0
2011.05.29,2011,Unprovoked,SOUTH AFRICA,N,3.5
2011.05.25,2011,Unprovoked,USA,N,3.5
2011.05.22,2011,Unprovoked,USA,N,3.5
2011.05.21.a,2011,Unprovoked,NEW CALEDONIA,Y,3.0
2011.05.21.b,2011,Unprovoked,SOUTH AFRICA,Y,2.8003003003003
2011.05.13.b,2011,Unprovoked,USA,N,3.0
2011.05.13.a,2011,Unprovoked,USA,N,3.0
2011.05.10,2011,Provoked,USA,N,4.25
2011.05.07.R,2011,0,UNITED ARAB EMIRATES,N,3.25
2011.05.04,2011,Unprovoked,SOUTH AFRICA,N,4.0
2011.04.26,2011,Unprovoked,USA,N,3.5
2011.04.23,2011,Unprovoked,AUSTRALIA,N,3.0
2011.04.22,2011,Unprovoked,USA,N,2.5
2011.04.16,2011,Unprovoked,NEW ZEALAND,N,2.8003003003003
2011.04.12,2011,Unprovoked,INDONESIA,N,3.8003003003003
2011.04.08,2011,Unprovoked,FIJI,N,3.3003003003003
2011.03.29.R,2011,Provoked,USA,N,4.75
2011.03.24,2011,Unprovoked,MEXICO,N,4.5
2011.03.23,2011,Unprovoked,AUSTRALIA,N,2.5
2011.03.21.b,2011,Unprovoked,MEXICO,N,5.0
2011.03.21.a,2011,Unprovoked,FIJI,N,3.75
2011.03.16,2011,Unprovoked,AUSTRALIA,N,2.25
2011.03.10.R,2011,0,EGYPT,N,5.25
2011.03.10,2011,Unprovoked,AUSTRALIA,N,5.0
2011.02.28.R,2011,Provoked,AUSTRALIA,N,2.25
2011.02.23,2011,Unprovoked,NEW CALEDONIA,N,2.8003003003003
2011.02.19,2011,Unprovoked,REUNION,N,3.0
2011.02.17,2011,Unprovoked,AUSTRALIA,Y,2.5
2011.02.13,2011,Provoked,AUSTRALIA,N,3.75
2011.02.12,2011,Unprovoked,AUSTRALIA,N,3.8003003003003
2011.02.04.R,2011,Provoked,MEXICO,N,5.0
2011.02.02,2011,Unprovoked,SOUTH AFRICA,N,4.0
2011.01.31,2011,Unprovoked,MEXICO,N,2.5
2011.01.28,2011,Provoked,MEXICO,N,4.5
2011.01.26,2011,Unprovoked,BAHAMAS,N,2.5
2011.01.20,2011,0,AUSTRALIA,N,2.5
2011.01.15,2011,Unprovoked,SOUTH AFRICA,Y,3.0
2011.01.12.R,2011,Unprovoked,MEXICO,N,4.45045045045045
2011.01.03,2011,Boat,AUSTRALIA,N,5.0
2010.12.26,2010,Unprovoked,USA,N,2.25
2010.12.17,2010,Unprovoked,FIJI,N,4.6006006006006
2010.12.11,2010,Unprovoked,USA,N,3.0
2010.12.05,2010,Unprovoked,EGYPT,Y,2.5
2010.12.03.R,2010,Unprovoked,INDONESIA,N,5.0
2010.12.01.b,2010,Unprovoked,EGYPT,N,3.0
2010.12.01.a,2010,Unprovoked,EGYPT,N,2.5
2010.11.30.b,2010,Unprovoked,EGYPT,N,2.25
2010.11.30.a,2010,Unprovoked,EGYPT,N,2.5
2010.11.27.R,2010,Unprovoked,SAMOA,N,5.8003003003003
2010.11.27,2010,0,AUSTRALIA,Y,4.5
2010.11.19,2010,Provoked,USA,N,4.0
2010.11.15,2010,Unprovoked,DOMINICAN REPUBLIC,Y,4.3003003003003
2010.11.14,2010,Unprovoked,INDONESIA,N,5.5
2010.11.12.R,2010,Boat,AUSTRALIA,N,4.0503003003003
2010.10.30,2010,Unprovoked,AUSTRALIA,N,2.5
2010.10.28.R,2010,Unprovoked,AUSTRALIA,N,5.0
2010.10.28,2010,Unprovoked,USA,N,4.0
2010.10.25,2010,Provoked,AZORES,N,6.5
2010.10.23.b,2010,Unprovoked,USA,N,2.8003003003003
2010.10.23.a,2010,Unprovoked,AUSTRALIA,N,4.0
2010.10.22,2010,Unprovoked,USA,Y,2.5
2010.10.20,2010,Unprovoked,EGYPT,N,4.6006006006006
2010.10.09,2010,Unprovoked,AUSTRALIA,N,2.5
2010.10.02.b,2010,Unprovoked,BAHAMAS,N,5.5
2010.10.02.a,2010,Unprovoked,BAHAMAS,N,3.5
2010.10.01,2010,Unprovoked,SOUTH AFRICA,N,3.5
2010.09.27,2010,Unprovoked,USA,N,2.5
2010.09.24,2010,Unprovoked,USA,N,3.0
2010.09.21,2010,Unprovoked,SOUTH AFRICA,Y,3.5
2010.09.13,2010,Unprovoked,AUSTRALIA,N,2.5
2010.09.07,2010,Unprovoked,USA,N,3.5
2010.09.06.R,2010,Unprovoked,TONGA,N,4.5
2010.09.04,2010,Unprovoked,USA,N,5.0
2010.09.03.b,2010,Unprovoked,USA,N,3.0
2010.09.03.a,2010,Unprovoked,USA,N,3.0
2010.09.02,2010,Unprovoked,SOLOMON ISLANDS,N,5.5
2010.08.29,2010,0,BAHAMAS,Y,3.5
2010.08.18,2010,Unprovoked,USA,N,3.0
2010.08.17,2010,Unprovoked,AUSTRALIA,Y,2.5
2010.08.14,2010,Unprovoked,USA,N,3.5
2010.08.10.b,2010,Provoked,AUSTRALIA,N,4.5
2010.08.10,2010,Unprovoked,SOUTH KOREA,N,3.3003003003003
2010.08.08,2010,Unprovoked,AUSTRALIA,N,3.0
2010.08.07.b,2010,Unprovoked,USA,N,3.0
2010.08.07.a,2010,Unprovoked,MALTA,N,4.5
2010.08.05,2010,0,USA,N,3.25
2010.08.02.b,2010,Unprovoked,USA,N,3.5
2010.08.02.a,2010,Unprovoked,USA,N,2.5
2010.07.25,2010,Unprovoked,USA,N,3.5
2010.07.23,2010,Unprovoked,USA,N,3.0
2010.07.19,2010,Unprovoked,USA,N,2.5
2010.07.17.b,2010,Unprovoked,USA,N,2.5
2010.07.17.a,2010,Unprovoked,USA,N,3.5
2010.07.16.b,2010,Provoked,SPAIN,N,2.75
2010.07.16.a,2010,Unprovoked,USA,N,5.0
2010.07.11,2010,Provoked,USA,N,4.75
2010.07.04,2010,Unprovoked,SOUTH AFRICA,N,4.0
2010.07.03,2010,Provoked,USA,N,2.25
2010.07.02.b,2010,Unprovoked,USA,N,2.8003003003003
2010.07.02.a,2010,Unprovoked,USA,N,2.5
2010.06.27,2010,Unprovoked,USA,N,3.5
2010.06.25.b,2010,Unprovoked,USA,N,4.0
2010.06.25.a,2010,Unprovoked,USA,N,3.0
2010.06.15,2010,Unprovoked,VIETNAM,N,2.5
2010.06.10,2010,Unprovoked,USA,N,2.5
2010.06.06,2010,Unprovoked,AUSTRALIA,N,3.0
2010.06.00,2010,Unprovoked,USA,N,4.0
2010.05.30,2010,Provoked,USA,N,2.25
2010.05.18.c,2010,Unprovoked,VIETNAM,N,2.5
2010.05.18.b,2010,Unprovoked,VIETNAM,N,2.5
2010.05.18.a,2010,Unprovoked,AUSTRALIA,N,4.0
2010.05.03,2010,Unprovoked,MADAGASCAR,N,3.0
2010.05.01,2010,Unprovoked,USA,N,2.5
2010.04.28,2010,Provoked,USA,N,2.8003003003003
2010.04.19,2010,Unprovoked,USA,N,2.5
2010.04.13,2010,Unprovoked,SOUTH AFRICA,N,2.5
2010.04.04,2010,Unprovoked,EGYPT,N,2.5
2010.03.27,2010,Unprovoked,REUNION,N,2.5
2010.02.19,2010,Unprovoked,NEW ZEALAND,N,3.8003003003003
2010.02.16,2010,Unprovoked,SOUTH AFRICA,N,4.0
2010.02.15,2010,Unprovoked,FIJI,Y,3.0
2010.02.13,2010,Unprovoked,AUSTRALIA,N,2.5
2010.02.11,2010,Unprovoked,AUSTRALIA,N,2.5
2010.02.06.R,2010,Provoked,NEW ZEALAND,N,4.25
2010.02.06.b,2010,Unprovoked,AUSTRALIA,N,2.5
2010.02.06.a,2010,Provoked,USA,N,3.75
2010.02.04,2010,0,GUAM,Y,3.0
2010.02.03,2010,Unprovoked,USA,Y,3.0
2010.02.01,2010,Provoked,NEW ZEALAND,N,2.5
2010.01.30,2010,Unprovoked,BRAZIL,N,3.5
2010.01.27,2010,Unprovoked,AUSTRALIA,N,4.0
2010.01.22.b,2010,Unprovoked,UNITED ARAB EMIRATES,N,3.3003003003003
2010.01.22.a,2010,Unprovoked,AUSTRALIA,N,4.5
2010.01.12,2010,Unprovoked,SOUTH AFRICA,Y,2.5
2010.01.09.d,2010,Unprovoked,AUSTRALIA,N,3.25
2010.01.09.c,2010,Unprovoked,VIETNAM,N,5.5
2010.01.09.b,2010,Unprovoked,VIETNAM,N,4.0
2010.01.09.a,2010,Unprovoked,VIETNAM,N,4.0
2010.01.06,2010,Unprovoked,USA,N,3.0
2010.01.05,2010,Unprovoked,SOUTH AFRICA,N,5.25
2009.12.29,2009,Unprovoked,SOUTH AFRICA,N,3.0
2009.12.26,2009,Provoked,AUSTRALIA,N,2.75
2009.12.22,2009,Unprovoked,MOZAMBIQUE,N,2.25
2009.12.20.b,2009,Boat,AUSTRALIA,N,4.5
2009.12.20.a,2009,Unprovoked,AUSTRALIA,N,2.5
2009.12.18,2009,Unprovoked,SOUTH AFRICA,Y,3.0
2009.12.18,2009,0,SOUTH AFRICA,N,4.25
2009.12.16,2009,Unprovoked,NEW ZEALAND,Y,3.5
2009.12.13,2009,Unprovoked,AUSTRALIA,N,3.0
2009.12.12,2009,Boat,AUSTRALIA,N,5.0
2009.12.06,2009,Provoked,USA,N,2.0
2009.11.25,2009,0,USA,N,2.5
2009.11.24,2009,Unprovoked,USA,N,2.8003003003003
2009.11.16.b,2009,Unprovoked,USA,N,2.25
2009.11.16.a,2009,Unprovoked,USA,N,3.0
2009.11.13,2009,Unprovoked,USA,N,3.0
2009.11.11,2009,Unprovoked,USA,N,3.3003003003003
2009.11.08,2009,Unprovoked,AUSTRALIA,N,2.5
2009.11.05,2009,Unprovoked,USA,N,3.3003003003003
2009.10.30,2009,Unprovoked,AUSTRALIA,N,2.8003003003003
2009.10.29.R,2009,Unprovoked,MOZAMBIQUE,N,4.5
2009.10.28,2009,Unprovoked,AUSTRALIA,N,3.0
2009.10.24,2009,Unprovoked,USA,N,3.75
2009.10.19,2009,Unprovoked,USA,N,2.5
2009.10.18,2009,Unprovoked,PANAMA,N,3.5
2009.10.17,2009,Provoked,SCOTLAND,N,2.75
2009.10.14.R,2009,Unprovoked,AUSTRALIA,N,4.5
2009.10.09,2009,Unprovoked,USA,N,4.0
2009.10.02,2009,Provoked,UNITED KINGDOM,N,2.75
2009.09.26,2009,Unprovoked,USA,N,3.5
2009.09.18,2009,Unprovoked,VIETNAM,N,7.0
2009.09.15,2009,Provoked,SOMALIA,N,6.5
2009.09.13,2009,Provoked,BRAZIL,Y,4.25
2009.09.12,2009,0,USA,Y,3.0
2009.09.07,2009,Unprovoked,BRAZIL,Y,3.0503003003003
2009.09.02,2009,0,NEVIS,Y,5.75
2009.09.01,2009,Provoked,SOLOMON ISLANDS,N,5.5
2009.08.30,2009,Unprovoked,USA,N,3.5
2009.08.29,2009,Unprovoked,SOUTH AFRICA,Y,3.0
2009.08.25,2009,Unprovoked,USA,N,2.5
2009.08.11,2009,Unprovoked,SOUTH AFRICA,N,3.8003003003003
2009.08.10,2009,Unprovoked,USA,N,3.5
2009.08.06,2009,Unprovoked,USA,N,3.5
2009.08.01,2009,Unprovoked,USA,N,2.5
2009.07.31,2009,Unprovoked,BAHAMAS,N,3.5
2009.07.30,2009,Unprovoked,AUSTRALIA,N,3.0
2009.07.29,2009,Unprovoked,VIETNAM,N,3.0
2009.07.24.R,2009,Unprovoked,KENYA,Y,5.5
2009.07.24.b,2009,Unprovoked,USA,N,3.3003003003003
2009.07.24.a,2009,0,SPAIN,N,3.5
2009.07.22.b,2009,Unprovoked,USA,N,3.0
2009.07.22.a,2009,Unprovoked,USA,N,3.0
2009.07.18,2009,Unprovoked,VIETNAM,N,4.0
2009.07.11.b,2009,Provoked,BAHAMAS,N,6.25
2009.07.11.a,2009,Unprovoked,USA,N,3.5
2009.07.07,2009,Unprovoked,SOUTH AFRICA,N,3.0
2009.07.05,2009,Unprovoked,USA,N,3.5
2009.07.04,2009,Provoked,USA,N,2.5
2009.06.27,2009,Unprovoked,AUSTRALIA,N,2.5
2009.06.21,2009,0,USA,N,4.0
2009.06.16,2009,0,USA,N,2.5
2009.06.14.R,2009,Provoked,VIETNAM,N,6.5
2009.06.02.b,2009,Unprovoked,EGYPT,N,5.0
2009.06.02.a,2009,Unprovoked,EGYPT,N,5.0
2009.06.01,2009,Unprovoked,EGYPT,Y,2.8003003003003
2009.05.31,2009,Provoked,TAIWAN,N,2.25
2009.05.25,2009,Provoked,USA,N,3.5
2009.05.17,2009,Unprovoked,USA,N,2.5
2009.05.16.b,2009,Unprovoked,USA,N,2.5
2009.05.16.a,2009,Unprovoked,USA,N,2.5
2009.05.12,2009,Provoked,GUAM,N,2.8003003003003
2009.05.06,2009,Provoked,BAHAMAS,N,4.25
2009.04.28,2009,Unprovoked,USA,N,5.5
2009.04.25.R,2009,Unprovoked,USA,N,4.0
2009.04.21,2009,Unprovoked,USA,N,3.8003003003003
2009.04.20,2009,Unprovoked,PHILIPPINES,N,3.0
2009.04.19,2009,Unprovoked,USA,N,3.0
2009.04.12,2009,Unprovoked,AUSTRALIA,N,2.25
2009.04.17.,2009,Unprovoked,USA,N,2.5
2009.04.11,2009,0,USA,N,3.5
2009.04.06.b,2009,0,SOUTH AFRICA,Y,2.8003003003003
2009.04.06.a,2009,Unprovoked,USA,N,3.5
2009.04.03,2009,Unprovoked,USA,N,3.0
2009.03.27,2009,Provoked,SOUTH AFRICA,N,3.0
2009.03.21,2009,Unprovoked,SOUTH AFRICA,Y,3.3003003003003
2009.03.20,2009,Unprovoked,AUSTRALIA,N,2.25
2009.03.19.b,2009,Unprovoked,AUSTRALIA,N,4.8003003003003
2009.03.19.a,2009,Unprovoked,AUSTRALIA,N,4.0
2009.03.18.a,2009,Unprovoked,USA,N,3.0
2009.03.17.R,2009,Unprovoked,MALAYSIA,N,5.0
2009.03.17,2009,Unprovoked,USA,N,2.5
2009.03.16.R,2009,Provoked,AUSTRALIA,N,3.75
2009.03.06,2009,Unprovoked,NEW CALEDONIA,Y,3.0
2009.03.02,2009,Provoked,SOUTH AFRICA,N,2.25
2009.03.01.b,2009,Boat,NEW ZEALAND,N,5.5
2009.03.01.a,2009,Unprovoked,AUSTRALIA,N,2.5
2009.02.22,2009,Unprovoked,AUSTRALIA,N,4.5
2009.02.18,2009,Unprovoked,AUSTRALIA,N,3.75
