,Year,Country,Area,Activity,Sex,Age,Fatal_Y_N
3494,1963,SOUTH AFRICA,KwaZulu-Natal,Helping friend land hooked shark,M,13,N
3495,1963,AUSTRALIA,New South Wales,Fishing,M,,N
3496,1963,SOUTH AFRICA,Western Cape Province,Spearfishing,M,,N
3497,1963,SOUTH AFRICA,KwaZulu-Natal,Splashing in surf,M,15,Y
3498,1963,AUSTRALIA,South Australia,Spearfishing,M,23,N
3499,1963,NEW BRITAIN,"South Coast, East New Britain",Spearfishing,M,22,Y
3500,1963,NEW ZEALAND,South Island,Treading water while alongside capsized yacht,M,20,N
3501,1963,PAPUA NEW GUINEA,Gulf Province,Fishing / standing in waist deep water,F,18,N
3502,1963,FIJI, Lau Province,Fishing,F,21,N
3503,1963,FIJI,Vita Levu,Spearing fish,M,25,N
3504,1963,ITALY,Sicily,Spearfishing,M,28,N
3505,1963,AUSTRALIA,Queensland,Catching sharks under government contract,M,,N
3506,1963,USA,Florida,Testing anti-shark cage,M,,N
3507,1963,PAPUA NEW GUINEA,New Britain,Wading,M,,N
3508,1963,PALAU,Western Caroline Islands,Fishing,M,35,N
3509,1963,USA,Florida,"Surf fishing, wading ",M,28,N
3510,1963,NORTH PACIFIC OCEAN,,Fishing for sharks,M,20,N
3511,1963,CHILE,,Spearfishing / free diving,M,,Y
3512,1963,USA,Florida,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",,25,Y
3513,1963,SOLOMON ISLANDS,Ysabel Island,Spearing fish,M,30,Y
3514,1963,AUSTRALIA,New South Wales,Surfing,M,18,N
3515,1963,USA,Florida,"Spearfishing, pulled sharks tail",M,16,N
3516,1963,DOMINICAN REPUBLIC,Santo Domingo,"Swimming, when caught in heavy seas",M,23 & 26,Y
3517,1963,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Spearfishing,M,26,N
3518,1963,USA,Florida,Bathing,M,14,N
3519,1963,USA,Mississippi,"Fishing, on charter boat Silver Dollar",M,24,N
3520,1963,JAMAICA,,63' fishing boat Sno' Bay foundered,,,Y
3521,1963,PANAMA,San Blas coast,"Seining for bait, standing in chest-deep water",M,,Y
3522,1963,GREECE,Thessaly,Swimming,F,42,Y
3523,1963,PAPUA NEW GUINEA,Central Province,Fishing,M,30,N
3524,1963,USA,California,Swimming,M,,N
3525,1963,PHILIPPINES,Luzon Island,"Boat, with 42 passengers onboard, capsized in rough seas",,,Y
3527,1963,USA,US Virgin Islands,Swimming,M,25,Y
3528,1963,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,15,N
3529,1963,AUSTRALIA,Western Australia,"Surfing on ""chest board"" (boogie board?)",M,25,N
3530,1963,USA,Hawaii,Surfing ,M,15,N
3531,1963,USA,Hawaii,Washed into sea while picking opihi,M,,Y
3532,1963,SOLOMON ISLANDS,Bougainville (North Solomons),The 500-ton coastal trader Polurrian foundered ,M,,Y
3533,1963,PAPUA NEW GUINEA,New Ireland Province,Swimming,M,,N
3534,1963,AUSTRALIA,New South Wales,Spearfishing,M,18,N
3535,1963,FIJI,Lomaiviti  Island Group,Spearfishing,M,28,N
3536,1963,MAURITIUS,Rodrigues,,M,24,N
3537,1963,USA,Florida,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,,Y
3538,1963,FIJI,,Freediving,M,41,N
3539,1963,AUSTRALIA,New South Wales,Wading,F,32,Y
3540,1963,AUSTRALIA,New South Wales,Swimming,M,25,Y
3541,1963,SOUTH AFRICA,Western Cape Province,Fishing ,,,N
3542,1963,NEW ZEALAND,North Island,Fishing,,14,N
3543,1963,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N
3544,1963,SOUTH AFRICA,KwaZulu-Natal,"Free diving, hunting crayfish",M,27,N
3545,1963,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,24,N
3546,1963,AUSTRALIA,South Australia,Shark fishing,,,N
3547,1963,MOZAMBIQUE,,,,,N
3549,1963,SEYCHELLES,,Fishing for turtles,M,,Y
3550,1962,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,,N
3551,1962,AUSTRALIA,South Australia,Spearfishing,M,16,Y
3552,1962,SOUTH AFRICA,Western Cape Province,Fishing,,,N
3553,1962,AUSTRALIA,New South Wales,"Spearfishing, Scuba diving",M,26,N
3554,1962,AUSTRALIA,Queensland,,M,,Y
3555,1962,USA,California,Spearfishing / Scuba diving (at surface),M,24,N
3556,1962,AUSTRALIA,New South Wales,Fishing,,,N
3557,1962,MID ATLANTIC OCEAN,,Abandoning burning ship Captain George in raging seas,M,,N
3558,1962,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,30,N
3559,1962,MEXICO,Veracruz,Wading,M,32,Y
3560,1962,ADMIRALTY ISLANDS,Manus Island,,M,26,N
3561,1962,AUSTRALIA,South Australia,Adrift after wave swamped engine,M,,N
3562,1962,USA,California,"Overcome by CO fumes, fell overboard from 36' fishing cruiser & prop slashed arm",F,43,N
3563,1962,PANAMA,Pinas Bay,Sitting in shallows,M,1,Y
3564,1962,BRITISH WEST INDIES,Grand Turk Island,Spearfishing,M,24,N
3565,1962,MEXICO,Veracruz,Swimming,M,20,N
3566,1962,SOUTH ATLANTIC OCEAN,Off coast of West Africa,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",M,29,Y
3567,1962,ITALY,Tyrrhenian Sea,Spearfishing with Scuba gear,M,28,Y
3569,1962,TURKEY,Antalya Province,,M,,N
3570,1962,PAPUA NEW GUINEA,Northern District,Fishing,M,49,N
3571,1962,USA,California,Diving for abalone,M,39,N
3572,1962,USA,Florida,,,,N
3574,1962,USA,Texas,Surf fishing in waist-deep water,M,40,Y
3575,1962,USA,New Jersey,Standing,M,24,N
3576,1962,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,(adult),Y
3577,1962,ITALY,Tyrrhenian Sea,Diving,M,,N
3578,1962,SENEGAL,Cap Vert Peninsula,Beach seine netting,M,23,N
3579,1962,USA,South Carolina,Standing,M,21,N
3580,1962,MADAGASCAR,,Finning the shark,M,20,N
3581,1962,USA,California,Fishing for albacore,M,19,N
3582,1962,USA,Georgia,Playing in surf with his child  (9),M,41,N
3583,1962,USA,Georgia,Dived from inner-tube,M,13,N
3584,1962,GREECE,Cyclades,,,,N
3585,1962,USA,Florida,U.S. Airforce crewman reported missing after bailing out of jet,M,,Y
3586,1962,SOUTH AFRICA,Western Cape Province,"On a ""shark hunt""",,,N
3587,1962,USA,Florida,Rolled off raft,M,11,N
3588,1962,USA,California,Escaping from Alacatraz,M,31,N
3589,1962,USA,California,Escaping from Alacatraz,M,32,Y
3590,1962,USA,California,Escaping from Alacatraz,M,35,Y
3591,1962,PAPUA NEW GUINEA,Madang Province,Washing,M,,Y
3592,1962,USA,South Carolina,Standing,M,13,N
3593,1962,AUSTRALIA,Western Australia,Fishing,,,N
3594,1962,USA,California,"Scuba diving, attempting to catch a captive shark",M,55,N
3595,1962,USA,Florida,Free diving,M,31,N
3596,1962,USA,Florida,,M,17,N
3597,1962,USA,California,25-foot cabin cruiser Happy Jack sank in heavy seas,,,Y
3598,1962,FIJI,Viti Levu,Fishing,,,N
3599,1962,AUSTRALIA,Queensland,Fishing,,,N
3600,1962,MOZAMBIQUE,Gaza,Swimming,M,16,N
3601,1962,SOUTH AFRICA,KwaZulu-Natal,Wading,M,13,N
3602,1962,SOUTH AFRICA,Eastern Cape Province,Fishing,,,N
3603,1962,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",,M,,N
3604,1962,AUSTRALIA,New South Wales,Fishing & spearfishing,,,N
3605,1962,PAPUA NEW GUINEA,Madang,Swimming,M,10,Y
3606,1962,PAPUA NEW GUINEA,Central Province,Swimming along a row of nets,M,,N
3607,1962,NEW ZEALAND,Southland,Swimming,M,15,N
3608,1962,AUSTRALIA,Queensland,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,M,,N
3609,1962,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,22,Y
3610,1962,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,13,Y
3611,1962,AUSTRALIA,Queensland,Swimming,M,35,N
3613,1962,SOLOMON ISLANDS,Guadalcanal Province,Swimming outside fishing net,M,,Y
3614,1962,NEW ZEALAND,South Island,Splashing ,M,18,N
3616,1962,AUSTRALIA,New South Wales,Spearfishing,M,19,N
3617,1962,SOUTH AFRICA,KwaZulu-Natal,"Fishing, slipped on rocks & fell into sea",M,40,Y
3618,1962,NEW ZEALAND,South Island,Fishing,,,N
3619,1962,NEW ZEALAND,North Island,Spearfishing,M,44,N
3620,1962,USA,California,Spearfishing / Scuba diving (at surface),M,29,N
3621,1962,AUSTRALIA,New South Wales,Spearfishing,,,N
3622,1962,AUSTRALIA,New South Wales,Surfing,M,19,N
3623,1962,AUSTRALIA,South Australia,Fishing,,,N
3624,1962,PAPUA NEW GUINEA,"10ºS, 142ºE",Spearfishing,M,24,N
3625,1962,NEW ZEALAND,South Island,Surf fishing,F,54,N
3626,1962,AUSTRALIA,South Australia,Fishing for sharks,,,N
3627,1962,AUSTRALIA,New South Wales,Swimming,M,25,Y
3628,1962,AUSTRALIA,Queensland,Rowing,,,N
3629,1962,AUSTRALIA,New South Wales,Surfing,,,N
3632,1962,MARSHALL ISLANDS,Kwajalein Atoll,Fishing with hand net in 2' of water,M,57,N
3633,1962,SPAIN,Catalonia,Dangling feet in the water,F,,N
3634,1962,INDONESIA,East Flores,,,,Y
3635,1962,AUSTRALIA,South Australia,Diving,M,,N
3636,1961,AUSTRALIA,Queensland,Standing,F,18,Y
3637,1961,AUSTRALIA,Queensland,Standing,M,24,N
3638,1961,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,18,N
3639,1961,AUSTRALIA,Western Australia,Spearfishing,M,23,N
3640,1961,AUSTRALIA,South Australia,"Fishing, hauling in a 5-lb snapper",,,N
3641,1961,MOZAMBIQUE,Gaza,Bathing,M,20,N
3642,1961,AUSTRALIA,Queensland,"Surfing, pushing board ashore",M,22,Y
3643,1961,AUSTRALIA,Torres Strait,Swimming with other crew near wharf,M,17,N
3644,1961,MEXICO,Guerrrero,,,,Y
3645,1961,PHILIPPINES,Western Luzon Island,Gathering shells,M,,N
3646,1961,USA,Florida,Swimming,M,45,Y
3647,1961,VANUATU,Shefa Province,Paddling outrigger canoe,M,,N
3648,1961,USA,Florida,,M,45,Y
3649,1961,USA,Florida,,M,16,N
3650,1961,CROATIA,Primorje-Gorski Kotar County ,Swimming,M,19,Y
3651,1961,TANZANIA,,Fishing,M,42,N
3652,1961,MID ATLANTIC OCEAN,165  miles from Bermuda,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",M,22,N
3653,1961,PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,"Free diving, surveying a pipeline & examing cathodes under jetty",M,,N
3654,1961,ITALY,Venice Province,Fishing,M,33 & 37,N
3655,1961,AUSTRALIA,Western Australia,Attaching a line at sea,,,Y
3656,1961,USA,California,Swimming,M,16,N
3657,1961,USA,South Carolina,Wading,M,19,N
3658,1961,BERMUDA,,Spearfishing,M,22,N
3659,1961,USA,Hawaii,"Net fishing, picking catch from the net",M,38,N
3660,1961,PAPUA NEW GUINEA,Sandaun Province,"Fishing, two large sharks passed. He speared one and it bit him",M,,N
3661,1961,USA,New York,Spearfishing,M,57,N
3662,1971,TURKEY,Anatolia,Swimming,M,16,N
3663,1961,AUSTRALIA,Queensland,Shark fishing,,,N
3664,1961,ITALY,Adriatic Sea,Spearfishing,M,21,N
3665,1961,PANAMA,,Fishing (trolling)  from canoe,M,10,Y
3666,1961,USA,Florida,Scuba diving & spearfishing ,M,23,Y
3667,1961,USA,Florida,Standing,M,25,N
3668,1961,USA,Florida,Spearfishing on Scuba,M,,N
3669,1961,NEW BRITAIN,East New Britain Province,Spearfishing,M,,N
3670,1961,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Fishing, speared shark upset canoe & man fell in water",M,19,N
3671,1961,USA,California,Free diving for abalone,M,20,N
3672,1961,NEW BRITAIN,East New Britain Province,Collecting dynamited fish,M,,N
3673,1961,USA,Florida,Walking in chest-deep water,M,52,N
3674,1961,AUSTRALIA,Western Australia,Spearfishing,M,,N
3675,1961,USA,Florida,Splashing ,M,10,N
3676,1961,AUSTRALIA,New South Wales,Spearfishing,M,,N
3677,1961,MOZAMBIQUE,Gaza,Swimming,M,37,N
3678,1961,SOUTH AFRICA,Eastern Cape Province,Diving,M,,N
3679,1961,USA,Florida,Spearfishing,M,22,N
3680,1961,AUSTRALIA,New South Wales,Spearfishing,M,21,N
3681,1961,AUSTRALIA,New South Wales,"Checking fish traps, fell into the water",M,40,N
3682,1961,MOZAMBIQUE,Gaza,"Swimming, using bundles of sticks as raft",M,38,Y
3683,1961,PERSIAN GULF,United Arab Emirates,Cargo ship Dara sank after collision with another ship during a severe storm,,,Y
3684,1961,AUSTRALIA,Victoria,Spearfishing,M,24,N
3686,1961,AUSTRALIA,South Australia,Spearfishing,M,24,N
3687,1961,AUSTRALIA,Victoria,Swimming,M,24,N
3688,1961,AUSTRALIA,Western Australia,Fishing from dinghy,F,,N
3689,1961,AUSTRALIA,South Australia,Spearfishing,M,21,N
3690,1961,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Free diving,M,33,N
3691,1961,SOUTH AFRICA,KwaZulu-Natal,Fishing,M,44,N
3692,1961,FIJI,"19S, 178?E",Floating on back,M,,N
3693,1961,USA,Pennsylvania,Cleaning a tank,M,30,N
3694,1961,AUSTRALIA,Victoria,Standing,F,,N
3695,1961,JAMAICA,,,M,,Y
3696,1961,SOUTH AFRICA,Western Cape Province,"Spearfishing, shark grabbed his white t-shirt and towed him ",M,27,N
3697,1961,SOUTH AFRICA,Eastern Cape Province,Swimming,M,14,Y
3698,1961,AUSTRALIA,Western Australia,Collecting crayfish,M,,N
3699,1961,USA,California,,M,,N
3700,1961,SOUTH AFRICA,Western Cape Province,Fishing for kob,,,N
3701,1961,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,15,N
3702,1961,AUSTRALIA,New South Wales,Collecting aquarium specimens,M,27,N
3703,1961,SOUTH AFRICA,KwaZulu-Natal,Standing,M,13,N
3704,1961,ATLANTIC OCEAN,9.35N 79.35W,Pacific Seafarer of US Navy,,,Y
3705,1961,AUSTRALIA,Northern Territory,Fishing,M,,N
3706,1961,MOZAMBIQUE,Limpopo River,Swimming,M,,N
3707,1961,SOUTH AFRICA,Western Cape Province,Standing,M,25 or 28,N
3708,1961,SOUTH AFRICA,KwaZulu-Natal,,,,Y
3709,1961,AUSTRALIA,Tasmania,Ocean racing,,,N
3710,1961,AUSTRALIA,New South Wales,Fishing for mackerel,,,N
3711,1961,COLUMBIA,Roncador Bank,Taking boat from California to Florida when it ran aground & he was swimming back to boat,M,,N
3712,1961,NEW CALEDONIA,,Spearfishing,,,N
3713,1961,SENEGAL,Cap Vert Peninsula,Free diving for molluscs,M,20,Y
3714,1961,USA,Hawaii,Light aircraft ditched at sea,,,Y
3715,1960,USA,Hawaii,Swept out to sea while net fishing,M,,Y
3716,1960,AUSTRALIA,New South Wales,,F,27,N
3717,1960,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,25,Y
3718,1960,AUSTRALIA,Queensland,"Fishing, when line became snagged on rock & he dived into water to free it ",M,33,N
3719,1960,AUSTRALIA,Queensland,Fishing,M,,N
3720,1960,AUSTRALIA,Queensland,Swimming,M,41,N
3721,1960,USA,Florida,"Fell overboard, prop slashed arm",F,51,Y
3722,1960,AUSTRALIA,Queensland,Chasing shark out of bathing area while riding on a surf-ski,M,17,N
3723,1960,AUSTRALIA,Western Australia,"Spearfishing, speared fish retreated to cave where shark grabbed his arm",M,24,N
3724,1960,SOUTH AFRICA,Western Cape Province,Hand lining for shad,,,N
3725,1960,NEW GUINEA,Western District,,M,,N
3726,1960,PAPUA NEW GUINEA,Central Province,Fishing,M,,Y
3727,1960,USA,California,Ejected from F3H-2 aircraft ,M,36,N
3728,1960,SOUTH AFRICA,Western Cape Province,Fishing for rock lobsters,,,N
3729,1960,AUSTRALIA,New South Wales,Fishing,M,24,N
3730,1960,PAPUA NEW GUINEA,New Britain,Collecting shells,M,26,N
3731,1960,RED SEA / INDIAN OCEAN,Enroute from Suez to Aden (Yemen),Cargo ship El Gamil entroute Suez to Yemen (Aden) when her cargo shifted and she sank. 19 Egyption sailors jumped into the water and swam for several hours before being bitten by sharks,M,,Y
3732,1960,USA,Florida,Diving,M,,Y
3733,1960,SOUTH AFRICA,Western Cape Province,Fishing,,,N
3734,1960,JOHNSTON ISLAND,,"Free diving / photography, kneeling on sand",M,37,N
3735,1960,USA,South Carolina,Fishing inside net,M,,N
3736,1960,PACIFIC OCEAN,180 miles southeast of Okinawa,R5D aircraft went down with 29 on board,M,,N
3737,1960,AUSTRALIA,Western Australia,,,,N
3738,1960,MARSHALL ISLANDS,Eniwetok Atoll,Free diving / Spearfishing,M,,N
3740,1960,USA,New Jersey,Swimming 3 miles offshore,M,25,N
3741,1960,SENEGAL,Cap-Vert Peninsula,Air disaster: crash of Air France Super Constellation ,,,Y
3742,1960,USA,Texas,Aircraft crashed into sea,M,,Y
3743,1960,USA,Connecticut,Free diving,M,38,N
3744,1960,PAPUA NEW GUINEA,Milne Bay Province,Free-diving,M,,N
3745,1960,USA,New Jersey,,M,14,N
3746,1960,USA,New Jersey,Standing in knee-deep water,M,24,N
3747,1960,MOZAMBIQUE,Delagoa Bay,boat with 46 people on board capsized,,,N
3748,1960,USA,Florida,Holding shark on leader & dangling it above the water,M,15,N
3749,1960,ENGLAND,In the English Channel ,Helping angler land a shark,M,25,N
3750,1960,USA,Delaware,"Fishing, Struck by another shark when removing shark from line",M,46,N
3751,1960,USA,South Carolina,Swimming from camp,M,,Y
3752,1960,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,M,25,N
3753,1960,USA,Mississippi,Pulling raft out to ride to shore,M,17,N
3754,1960,USA,Virginia,"Fishing, tossing netted shark onboard",M,41,N
3755,1960,PAPUA NEW GUINEA,Madang,Fishing,M,,N
3756,1960,USA,South Carolina,Surf fishing,M,,N
3757,1960,NEW ZEALAND,Cook Strait,Shark fishing,,,N
3758,1960,NORTH SEA,"Unknown, treated at Wick, SCOTLAND",Fishing,M,18,N
3759,1960,USA,Florida,Scuba diving,M,39,N
3760,1960,USA,California,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion",M,"37, 67, 35, 27,  ? & 27",N
3761,1960,PHILIPPINES,Corregidor Island,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water",M,58,Y
3762,1960,USA,Georgia,Swimming,M,24,N
3763,1960,PANAMA,San Blas Islands,"Spearfishing, free diving, possibly ascended into path of cruising shark",M,27,N
3764,1960,BERMUDA,Paget,Free diving but treading water at surface,M,25,N
3765,1960,USA,California,Swimming ,F,16,N
3766,1960,USA,Florida,,,,N
3767,1960,PAPUA NEW GUINEA,Madang,,,,Y
3768,1960,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,16,N
3769,1960,USA,California,Skindiving for abalone (but at surface),M,48,N
3770,1960,AUSTRALIA,Western Australia,"Fishing, hauling in a set line",M,,N
3771,1960,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N
3772,1960,BERMUDA,"33N, 68W",Floating on a raft,M,"21, 34,24 & 35",N
3773,1960,AUSTRALIA,New South Wales,Surfing,M,17,N
3774,1960,AUSTRALIA,Western Australia,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef.",M,,N
3775,1960,AUSTRALIA,Victoria,Spearfishing,M,,N
3776,1960,AUSTRALIA,New South Wales,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharks mouth. Then shark took grouper but unable to swallow because of the spear in its mouth.",M,,N
3777,1960,AUSTRALIA,South Australia,Shark fishing,,,N
3778,1960,FIJI,Vanua Levu,Fishing in shoulder-deep water,F,,Y
3779,1960,PHILIPPINES,Luzon Island,"Fishing, hooked shark towed boat out to sea, storm swamped boat",M,,Y
3781,1960,USA,Florida,Treading water,M,42,N
3782,1960,GUAM,,"Spearfishing, carrying fish on belt",M,44,N
3783,1960,AUSTRALIA,Tasmania,"Wading, fishing for flounder",M,30 & 32,N
3784,1960,NEW ZEALAND,North Island,Spearfishing,M,22,N
3785,1960,USA,Hawaii,Spearfishing,M,36,N
3786,1960,SENEGAL,Casamance,Fishing,M,,N
3787,1960,PAPUA NEW GUINEA,Central Province,Spearfishing,M,26,Y
3788,1960,AUSTRALIA,New South Wales,Shark fishing,,,N
3789,1960,AUSTRALIA,New South Wales,Spearfishing,M,20,N
3790,1960,USA,Hawaii,S2F-1 airplane crashed immediately after carrier take-off,,,Y
3791,1960,PAPUA NEW GUINEA,Madang (WO),,M,,N
3792,1960,,"Between Timor & Darwin, Australia",Portuguese Airliner with 9 people aboard went down. ,,,N
3793,1960,AUSTRALIA,South Australia,,,,N
3794,1960,AUSTRALIA,New South Wales,Free diving,M,13,Y
3795,1960,AUSTRALIA,Western Australia,"Fishing, lifting shark out of craypot",M,,N
3796,1960,AUSTRALIA,Tasmania,Setting crayfish pots,,,N
3797,1960,SOUTH AFRICA,Western Cape Province,"Standing, watching seine netters",F,,N
3798,1960,NICARAGUA ,Pacific coast,Bathing,M,,N
3799,1960,GRENADA,St. Georges ,Spearfishing,M,9,N
3800,1960,CARIBBEAN SEA,,Aircraft crashed into sea,M,,N
3801,1960,SRI LANKA,Eastern  Province,Spearfishing,M,,N
3802,1960,SRI LANKA,Eastern  Province,Collecting ornamental fish,M,,N
3803,1960,FIJI,Northwest of Viti Levu,Spearfishing,M,,N
3804,1960,PAPUA NEW GUINEA,Madang,"Spear fishing, removing fish from spear",M,16,Y
3805,1960,PAPUA NEW GUINEA,West New Britain Province,Fishing,M,20,N
3806,1960,MOZAMBIQUE,Gaza,Swimming,F,5,Y
3807,1960,SOUTH AFRICA,Eastern Cape Province,Wading,F,,N
3808,1959,AUSTRALIA,Queensland,Paddling,,,N
3809,1959,AUSTRALIA,New South Wales,Fishing,,50 & 30,N
3810,1959,PAPUA NEW GUINEA,Rigo subdistrict,Swimming underneath house on pilings,,13,Y
3811,1959,AUSTRALIA,Queensland,Dived from dinghy to retrieve oar in heavy seas,M,29,Y
3812,1959,PHILIPPINES,Masbate,ship M.V. Rizal sank during typhoon,M,,Y
3813,1959,AUSTRALIA,Victoria,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17 & 35,N
3814,1959,AUSTRALIA,South Australia,Spearfishing,M,,N
3815,1959,NEW ZEALAND,North Island,Fishing for snapper,M,,N
3816,1959,MALDIVE ISLANDS,400 miles southeast of Sri Lanka,17 Maldivians adrift in open boat for 31 days,F,3,Y
3817,1959,AUSTRALIA,Victoria,Body surfing,M,19,N
3818,1959,AUSTRALIA,Queensland,Standing in chest-deep water,M,17,N
3819,1959,AUSTRALIA,Queensland,Trailing the field in a surf race,M,19,N
3820,1959,USA,Louisiana,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog,,,Y
3821,1959,SOUTH AFRICA,Western Cape Province,Fishing for tunny,,,N
3822,1959,AUSTRALIA,South Australia,Shark fishing,,,N
3823,1959,USA,California,Swimming at surface through school of feeding 2.5' to 5 sharks,M,21,N
3824,1959,AUSTRALIA,Western Australia,"Spearfishing, shot shark, hauled it onto boat",M,,N
3825,1959,PAPUA NEW GUINEA,New Britain,Fishing,M,,N
3826,1959,MOZAMBIQUE,Maputo Province,Swimming,M,X,Y
3827,1959,PAPUA NEW GUINEA,Madang,,,,N
3828,1959,USA,California,Diving for abalone,M,30,N
3829,1959,FIJI,Lomaiviti Province,Dived overboard to retrieve dinghy,M,,Y
3830,1959,FIJI,Kadavu,Spearfishing,M,36,N
3831,1959,PHILIPPINES,Leyte Island,Swimming ,M,28,N
3832,1959,BERMUDA,Hamilton,,F,29,Y
3833,1959,USA,Florida,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,N
3835,1959,USA,California,Pulling hooked salmon to boat,,,N
3836,1959,INDIA,Orissa,,,,Y
3837,1959,USA,New York,On inflatable raft,M,,N
3838,1959,MEXICO,Guerrrero,,F,"""middle-age""",Y
3839,1959,AZORES,,Fishing,,,N
3840,1959,AUSTRALIA,Tasmania,Swimming,M,,N
3841,1959,JAPAN,Hokkaido Prefecture,,M,14,N
3842,1959,PHILIPPINES,North Palawan,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,M,10,Y
3843,1959,USA,Florida,Diving,M,21,N
3844,1959,USA,Florida,Spearfishing on Scuba,M,26,Y
3845,1959,USA,South Carolina,Fishing,M,,N
3846,1959,PHILIPPINES,Queaon,Fishing boat capsized ,,,Y
3847,1959,USA,California,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,32,N
3848,1959,CROATIA,Istria,Fishing,M,,N
3849,1959,JAPAN,Wakayama Prefecture,Swimming,M,13 or 18,Y
3850,1959,USA,Georgia,Standing,F,15,N
3851,1959,USA,California,Wading,M,,N
3852,1959,ITALY,Tuscany,Scuba diving,M,34 & 19,Y
3853,1959,USA,California,Pulling anchor,,,N
3854,1959,USA,California,Spearfishing (but on surface),M,25,N
3855,1959,JAPAN,Okayama Prefecture,,M,22,Y
3856,1959,USA,California,,,21,N
3857,1959,USA,California,Fishing,,,N
3858,1959,USA,California,Dragging stranded shark ashore,M,,N
3859,1959,CARIBBEAN SEA,PANAMA,Columbian petrol barge Rio Atrato burned and sank,,27,Y
3860,1959,USA,Florida,Free diving,M,13,N
3861,1959,NORTH ATLANTIC OCEAN,In the Gulf Stream ,,,,N
3862,1959,MEXICO,Quintana Roo,Wading,M,,Y
3863,1959,TURKEY,Mersin Province,,M,,N
3864,1959,MEXICO,Guyamas,Swimming ashore from capsized boat,M,,Y
3865,1959,USA,California,Free diving for abalone,M,33,Y
3866,1959,USA,California,Swimming ,,,Y
3867,1959,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,23,N
3868,1959,USA,Florida,,F,37,N
3869,1959,USA,California,Treading water,M,18,Y
3870,1959,USA,Florida,Spearfishing,M,19,N
3871,1959,MID ATLANTIC OCEAN,Between England & South Africa,Jumped overboard to rescue a man,M,,N
3872,1959,AUSTRALIA,New South Wales,Spearfishing,M,22,N
3873,1959,AUSTRALIA,Torres Strait,Diving for pearl shell,M,43,N
3874,1959,USA,Hawaii,Fishing,M,,N
3875,1959,SOUTH AFRICA,Eastern Cape Province,Fishing,M,,N
3876,1959,AUSTRALIA,New South Wales,Spearfishing,M,,N
3877,1959,USA,Florida,Swimming,M,13,N
3878,1959,PHILIPPINES,Mindanao,Lifeboat capsized,M,20,Y
3879,1959,USA,Florida,"On boat, preparing to dive",M,,N
3880,1959,AUSTRALIA,Victoria,Fishing for snapper,M,,N
3881,1959,VENEZUELA,Nueva Esparta,Fell into water while attempting to boat a swordfish,M,,N
3882,1959,PAPUA NEW GUINEA, Kikori River mouth,Fishing,M,,N
3883,1959,SOLOMON ISLANDS,Guadalcanal Province,Bathing with sister,M,15,Y
3884,1959,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,14,N
3885,1959,AUSTRALIA,Western Australia,Working prawn net,M,20,N
3886,1959,ECUADOR,Galapagos Islands,Washed overboard into school of fish,M,57,N
3887,1959,AUSTRALIA,Tasmania,Swimming with motor tube,M,16,N
3888,1959,AUSTRALIA,Tasmania,In deep water about 100 yards from his ship,M,22,Y
3889,1959,AUSTRALIA,Queensland,"Surfing, but treading water",M,17,N
