Case Number,Date,Year,Country,Area,Fatal (Y/N),Activity,original order
1947.11.08.a,08-Nov-47,1947,AUSTRALIA,New South Wales,N,Swimming,1654
1947.11.00,Nov-47,1947,AUSTRALIA,Queensland,Y,,1653
1947.10.28,28-Oct-47,1947,AUSTRALIA,Northern Territory,N,Fishing in waist-deep water,1652
1947.10.10,10-Oct-47,1947,BRAZIL,Pernambuco,Y,Swimming ,1651
1947.08.04,04-Aug-47,1947,USA,Florida,Y,Swimming,1650
1947.07.27.R,Reported 27-Jul-1947,1947,USA,California,N,Fishing,1649
1947.07.24.R,Reported 24-Jul-1947,1947,AUSTRALIA,Northern Territory,N,Diving,1648
1947.07.15,15-Jul-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,1647
1947.07.00,Jul-47,1947,GREECE,Carpathian Sea,N,Jumped overboard ,1646
1947.06.27,27-Jun-47,1947,USA,Hawaii,N,Fishing,1645
1947.06.16,16-Jun-47,1947,AUSTRALIA,New South Wales,N,Fishing,1644
1947.05.13.R,Reported 13-May-1947,1947,KENYA,Coast Province,N,Swimming,1643
1947.04.20,20-Apr-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1642
1947.04.11,11-Apr-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Body surfing,1641
1947.04.06,06-Apr-47,1947,AUSTRALIA,New South Wales,N,Surfing,1640
1947.04.00,Apr-47,1947,PACIFIC OCEAN,,N,"Moving shark from tuna vessel when boat rolled, placing both man & shark in chest-deep water",1639
1947.03.12,12-Mar-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Wading,1638
1947.03.09,09-Mar-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1637
1947.02.23,23-Feb-47,1947,AUSTRALIA,Queensland,N,Fishing,1636
1947.02.06.R,Reported 06-Feb-1947,1947,BAHAMAS,New Providence Island,N,Attempting to ride a shark,1635
1947.02.00,Feb-47,1947,BRAZIL,Rio de Janeiro,Y,Swimming,1634
1947.01.14,14-Jan-47,1947,AUSTRALIA,New South Wales,N,Rowing,1633
1947.01.05,05-Jan-47,1947,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1632
1946.12.28,28-Dec-46,1946,AUSTRALIA,South Australia,N,Swimming near jetty with 2' piece of wood,1631
1946.12.24.R,Reported 24-Dec-1946,1946,AUSTRALIA,Queensland,N,,1630
1946.11.20,20-Nov-46,1946,AUSTRALIA,Torres Strait,Y,Pearl diving from lugger,1629
1946.10.26.R,Reported 26-Oct-1946,1946,MARSHALL ISLANDS,Kwajalein,Y,Fishing,1628
1946.10.14,14-Oct-46,1946,AUSTRALIA,New South Wales,N,Swimming,1627
1946.08.24,24-Aug-46,1946,ISRAEL,Gaza,N,Fishing,1626
1946.08.18,18-Aug-46,1946,AUSTRALIA,Queensland,Y,Swimming after a tennis ball,1625
1946.07.18.b,18-Jul-46,1946,IRAN,Khuzestan Province,N,"Fishing, probably with a net",1624
1946.07.18.a,18-Jul-46,1946,IRAN,Khuzestan Province,N,Swimming ,1623
1946.06.28,28-Jun-46,1946,INDIA,,N,Swimming,1622
1946.05.09,09-May-46,1946,TANZANIA,Dar-es-Salaam ,N,Swimming ,1621
1946.04.19,19-Apr-46,1946,AUSTRALIA,Queensland,Y,Swimming,1620
1946.04.00,Apr-46,1946,AUSTRALIA,South Australia,N,Fishing,1619
1946.03.20,20-Mar-46,1946,AUSTRALIA,South Australia,N,Fishing,1618
1946.02.16,16-Feb-46,1946,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1617
1946.02.10.b,10-Feb-46,1946,AUSTRALIA,Western Australia,N,Standing,1616
1946.02.10.a,10-Feb-46,1946,SOUTH AFRICA,KwaZulu-Natal,N,Swimming ,1615
1946.01.24.b,24-Jan-46,1946,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1614
1946.01.24.a,24-Jan-46,1946,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,1613
1946.01.17,17-Jan-46,1946,AUSTRALIA,Queensland,N,,1612
1946.01.07,07-Jan-46,1946,SOUTH AFRICA,Western Cape Province,N,Jumping in swells,1611
1946.01.05,05-Jan-46,1946,AUSTRALIA,New South Wales,Y,Swimming,1610
1946.01.01,01-Jan-46,1946,SOUTH AFRICA,Eastern Cape Province,N,Body surfing,1609
1946.00.00.c,1946,1946,SOUTH AFRICA,Western Cape Province,N,,1608
1946.00.00.b,1946,1946,SOUTH AFRICA,Western Cape Province,N,,1607
1946.00.00.a,1946,1946,PERSIAN GULF,"""Head of the Gulf""",N,Bitten after dhow shipwrecked,1606
1945.09.23,23-Sep-45,1945,HONG KONG,,Y,Swimming,1605
1945.09.19,19-Sep-45,1945,OKINAWA,,N,American minesweeper USS YMS-472 foundered in a typhoon - swimming to shore,1604
1945.09.16,16-Sep-45,1945,JAPAN,Ryukyu,Y,American minesweeper USS YMS-350 lost in a typhoon - swimming to shore,1603
1945.09.06,06-Sep-45,1945,IRAN,Shatt-al-Arab River,N,Swimming,1602
1945.08.19,19-Aug-45,1945,IRAN / IRAQ,Shatt-al-Arab River,N,,1601
1945.08.06,06-Aug-45,1945,USA, North Carolina,Y,,1600
1945.07.30,30-Jul-45,1945,PHILIPPINES,In transit between Tinian and Leyte,Y,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,1599
1945.07.00,Jul-45,1945,JAVA,Northern Java,Y,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",1598
1945.06.15,15-Jun-45,1945,AUSTRALIA,Queensland,Y,Swimming,1597
1945.05.08,08-May-45,1945,USA,North Carolina,Y,Swimming,1596
1945.03.06,06-Mar-45,1945,SOUTH AFRICA,KwaZulu-Natal,N,Walking,1595
1945.02.05,05-Feb-45,1945,ISRAEL,Tel Aviv,N,Swimming,1594
1945.00.00.d,1945,1945,JAMAICA,,N,Diving,1593
1945.00.00.c,1945,1945,CUBA,Havana Province,Y,"Playing on rock, slipped & fell into the water",1592
1945.00.00.b,1945,1945,PANAMA,Colon Province,N,Bathing with her mother,1591
1945.00.00.a,1945,1945,IRAQ,Basrah,N,Swimming,1590
1944.12.18,Between 18 & 22-Dec 1944,1944,PHILIPPINES,300 miles east of Luzon,N,Swimming near life raft,1589
1944.12.02,02-Dec-44,1944,USA,Florida,N,Fishing for mackerel,1588
1944.11.08,08-Nov-44,1944,SIERRA LEONE,Western Area,Y,,1587
1944.11.01,01-Nov-44,1944,AUSTRALIA,Queensland,Y,Swimming,1586
1944.10.26.b,26-Oct-44,1944,PHILIPPINES,,Y,"USS Gambier Bay CVE-73  shelled & sunk  at 09h57 on 10/24/1944, by Japanes fleet enroute to attack the Allied landing force at Leyte.",1585
1944.10.26.a,26-Oct-44,1944, PHILIPPINES,Bernardino Strait near Gulf of Leyte,Y,USS Hoel DD 533 sunk on 10/24/1944 in the Battle off Samar. 2 crewmen were swimmng alongside a floater net &,1584
1944.10.25.b,25-Oct-44,1944,PHILIPPINES,Off Samar Island in the Gulf of Leyte,Y,USS Johnston DD 557 sunk on 10/24/1944 in the Battle off Samara. Crewmen were swimming beside a raft.,1583
1944.10.25.a,25-Oct-44,1944,PHILIPPINES,,N,Parachuted into Pacific,1582
1944.10.24,24-Oct-44,1944,,,Y,Japanese POW ship Arisan Maru with 1800 American prisoners of war on board bound for slave labor camps was torpedoed by an American submarine,1581
1944.10.23.R,Reported 23-Oct-1944,1944,AUSTRALIA,Queensland,N,Fishing,1580
1944.09.03,03-Sep-44,1944,USA,Maryland,N,Swimming,1579
1944.09.00,Sep-44,1944,CARIBBEAN SEA,,Y,Fell overboard from US Navy PC boat,1578
1944.08.20,20-Aug-44,1944,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming ,1577
1944.07.22,22-Jul-144,1944,SOUTH AFRICA,Western Cape Province,Y,Swimming,1576
1944.06.23,23-Jun-44,1944,NORTH PACIFIC OCEAN,,N,,1575
1944.05.31,31-May-44,1944,USA,Florida,N,Swimming,1574
1944.05.24.R,Reported 24-May-1944,1944,SAMOA,,N,,1573
1944.05.04,04-May-44,1944,PANAMA,Caribbean Sea,Y,Washed overboard by swell,1572
1944.04.00,Apr-44,1944,NICARAGUA,Lake Nicaragua (fresh water),Y,,1571
1944.03.26.b,26-Mar-44,1944,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1570
1944.03.26.a,26-Mar-44,1944,SOUTH AFRICA,KwaZulu-Natal,Y,Standing,1569
1944.03.14,14-Mar-44,1944,SOUTH AFRICA,KwaZulu-Natal,N,Treading water,1568
1944.02.27,27-Feb-44,1944,SOUTH AFRICA,Western Cape Province,N,Treading water,1567
1944.02.18,18-Feb-44,1944,INDIA,,Y,Swimming,1566
1944.01.20,20-Jan-44,1944,SOUTH AFRICA,KwaZulu-Natal,Y,Body surfing,1565
1944.01.16,16-Jan-44,1944,AUSTRALIA,Western Australia,N,Fishing,1564
1944.01.14,14-Jan-44,1944,AUSTRALIA,New South Wales,N,Surfing,1563
1944.01.04,04-Jan-44,1944,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,1562
1944.00.00.c,Some time between Apr & Nov-1944,1944,SOUTH PACIFIC OCEAN,,Y,Adrift on raft,1561
1944.00.00.b,1944,1944,ITALY,Adriatic Sea,Y,B-24 aircraft crashed  into the sea,1560
1944.00.00.a,1944,1944,NEW GUINEA,Pacific Ocean,Y,Fell overboard from USS Ward,1559
1943.12.12,12-Dec-43,1943,SOUTH AFRICA,KwaZulu-Natal,Y,Treading water,1558
1943.12.04,04-Dec-43,1943,USA,South Carolina,Y,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,1557
1943.11.21,21-Nov-43,1943,SOUTH AFRICA,Eastern Cape Province,N,Swimming with board,1556
1943.11.11,11-Nov-43,1943,PACIFIC OCEAN,Near the Fiji Islands,Y,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,1555
1943.10.26,26-Oct-43,1943,USA,Florida,N,,1554
1943.09.23,23-Sep-43,1943,PANAMA,Gulf of Panama,Y,Dived overboard to check propeller of US Navy motor torpedo boat,1553
1943.08.00,Aug-43,1943,ITALY,40 miles south of Naples ,N,Flying Fortress bomber aircraft went down after daytime raid on Naples. He was swimming on the surface,1552
1943.07.18,18-Jul-43,1943,USA,Florida,Y,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,1551
1943.07.00.b,Jul-43,1943,PORTUGAL,,N,Fishing for mackerel,1550
1943.07.00.a,Jul-43,1943,MEXICO,Veracruz,N,Swimming,1549
1943.06.16,16-Jun-43,1943,AUSTRALIA,Tasmania,N,Fishing for cod,1548
1943.05.27,27-May-43,1943,PACIFIC OCEAN,,N,B-24 crashed during a search mission. Survivors in raft for 47 days ,1547
1943.05.17.b,17-May-43,1943,CENTRAL PACIFIC,,N,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",1546
1943.05.17.a,17-May-43,1943,CENTRAL PACIFIC,,Y,"S2N Navy scout plane went down, E.H. Almond & Lieut A.G. Reading in water",1545
1943.05.14,14-May-43,1943,AUSTRALIA,Queensland,Y,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,1544
1943.05.01.R,Reported 01-May-1943,1943,INDIAN OCEAN,,N,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,1543
1943.04.05,05-Apr-43,1943,USA,Hawaii,Y,"Small boat swamped, 4  people swimming to shore but he fell behind the other 3 and vanished",1542
1943.03.21,21-Mar-43,1943,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,1541
1943.03.14,14-Mar-43,1943,SIERRA LEONE,,Y,"The 21,516-ton troopship Empress of Canada torpedoed and sunk by the Italian submarine Leonardo da Vinci",1540
1943.03.02.b,02-Mar-43,1943,BRAZIL,,Y,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,1539
1943.03.02.a,02-Mar-1943 to 07-Mar-1943,1943,PAPUA NEW GUINEA,Morobe Province,Y,"Known as The Battle of the Bismarck Sea :  8 Japanese destroyers guarding a convoy of 8 transports were attacked by 129 Allied fighters, 207 bombers & 3 squadrons of the Royal Australian Air Force. ",1538
1943.01.26,26-Jan-43,1943,PACIFIC OCEAN,Northwest of Papua New Guinea,Y,The USS Wahoo torpedoes & sank the Japanese troop transport Buyo Maru,1537
1943.00.00.f,Summer 1943,1943,MEXICO,Veracruz,Y,Swimming,1536
1943.00.00.e,1943,1943,SOLOMON ISLANDS,,N,Swimming,1535
1943.00.00.d,1943,1943,IRAQ,,N,Swimming,1534
1943.00.00.c,Fall 1943,1943,USA,Hawaii,N,Spearfishing,1533
1943.00.00.b,Fall 1943,1943,USA,Hawaii,N,Spearfishing,1532
1943.00.00.a,1943,1943,USA,Hawaii,UNKNOWN,,1531
1942.12.26,26-Dec-42,1942,AUSTRALIA,New South Wales,Y,Dog paddling or standing,1530
1942.11.28,28-Nov-42,1942,SOUTH AFRICA,KwaZulu-Natal,Y,U-177 torpedoed & sank the troopship Nova Scotia,1529
1942.11.25,25-Nov-42,1942,SOUTH AFRICA,KwaZulu-Natal,N,Swimming,1528
1942.11.16,16-Nov-42,1942,SOLOMON ISLANDS,,N,Thrown from destroyer when shell hit,1527
1942.11.21,21-Nov-42,1942,INDIAN OCEAN,,Y,"On 6-Nov-1942, the German submarine U-68 sank the City of Cairo 5 days from Cape Town, survivors took to lifeboats & rafts. On the 15th day, a fireman jumped over the stern & was taken by sharks",1526
1942.11.13.c,13-Nov-42,1942,SOLOMON ISLANDS,,N,"Anti-Aircraft cruiser USS Atlanta (CL,-05) travelling in convoy after the Battle of Midway, encountered a Japanese flotilla  (Battle of Guadalcanal) &, heavily damaged by gunfire, she was lost off Lunga Point. Victim was swimming when bitten.",1525
1942.11.13.b,13-Nov-42,1942,SOLOMON ISLANDS / VANUATU,,Y,Explosion & sinking of the USS Juneau after being torpedoed by the submarine  I-85,1524
1942.11.13.a,12-Nov-42,1942,SOLOMON ISLANDS,,Y,,1523
1942.11.01,01-Nov-42,1942,SOUTH AFRICA,Western Cape Province,Y,Swimming ,1522
1942.11.00.b,Nov-42,1942,PACIFIC OCEAN,Between Hawaii and U.S.A.,N,In rubber dinghy with Captain Eddie Rickenbacker for 21 days. ,1521
1942.11.00.a,Nov-42,1942,,Off South American coast,Y,"Dutch merchant ship Zaandam torpedoed  by the U-174 amidships, sank & dozens of survivors took to rafts & boats. One man, Izzi, who drifted 83 days on a raft related that sharks attacked many men in the water when the ship went down",1520
1942.10.12,12-Oct-42,1942,SOLOMON ISLANDS,Makora-Ulawa Province,N,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",1519
1942.09.30,30-Sep-42,1942,ATLANTIC OCEAN,04.05N-13.23W,N,The 6015-ton British ship Empire Avocet was torpedoed by the German submarine U-125. ,1518
1942.09.12.b,12-Sep-42,1942,ATLANTIC OCEAN,,N,"The Pacquebot Laconia, enroute to Liverpool with 600 Italian prisoners onboard, was torpedoed by the German submarine  U-156 and only 2 rafts were launched before the ship went down. Unable to board an overcrowded raft, he was swimming.",1517
1942.09.12.a,12-Sep-42,1942,AUSTRALIA,Queensland,N,Treading water,1516
1942.09.11,11-Sep-1942 to 16-Sep-1942,1942,SOUTHWEST PACIFIC OCEAN,,Y,Adrift on life raft,1515
1942.08.08,08-Aug-42,1942,SOLOMON ISLANDS,,N,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,1514
1942.07.12,12-Jul-42,1942,ATLANTIC OCEAN,,Y,The SS Potlach was torpedoed & sunk by the U-153 on 27-Jun-1942. ,1513
1942.07.06,06-Jul-42,1942,ITALY,Liguria,N,Sculling,1512
1942.06.11.R,Reported 11-Jun-1942,1942,BAY OF BENGAL,,Y,A 210-ton brig was sunk by a Japanese submarine. Some of the survivors were machine-gunned & some were taken by sharks,1511
1942.06.08.R,Reported 08-Jun-1942,1942,BRAZIL,,Y,boat capsized during filming,1510
1942.06.04,04-Jun-42,1942,USA,Midway Atoll,N,"Plane crashed in water, men in life raft",1509
1942.06.00,Jun-42,1942,,300 miles east of St. Thomas (Virgin Islands),N,On life raft tethered to lifeboat. A seaman put hand over side to rinse a cup,1508
1942.05.09,09-May-42,1942,AUSTRALIA,Queensland,N,Diving from lugger,1507
1942.04.05,05-Apr-42,1942,INDIAN OCEAN,West of Ceylon (Sri  Lanka),Y,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,1506
1942.03.08,08-Mar-42,1942,CUBA,Guantanamo Province,Y,Esso Bolivar was torpedoed & shelled by the German submarine U-126,1505
1942.03.04,04-Mar-42,1942,AUSTRALIA,New South Wales,Y,,1504
1942.01.18,18-Jan-42,1942,AUSTRALIA,New South Wales,N,,1503
1942.01.04,04-Jan-42,1942,AUSTRALIA,New South Wales,Y,Swimming,1502
1942.01.00,Jan-42,1942,AUSTRALIA,New South Wales,N,Surf-skiing,1501
1942.00.00.k,1942,1942,INDONESIA,East Java,Y,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,1500
1942.00.00.j,Winter 1942,1942,AUSTRALIA,Tasmania,N,Fishing for perch,1499
1942.00.00.i,Summer 1942,1942,PHILIPPINES,Camiguin Island,Y,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",1498
1942.00.00.h,1942,1942,SOUTH AFRICA,Western Cape Province,N,,1497
1942.00.00.g,1942,1942,SOUTH AFRICA,Western Cape Province,N,,1496
1942.00.00.f,1942,1942,BAHAMAS,Cay Sal Bank,N,Swimming along side N.E.L. vessel Saluda,1495
1942.00.00.e,1942,1942,,,Y,Jumped overboard from torpedoed Panamanian freighter,1494
1942.00.00.d,1942,1942,MID-PACIFC OCEAN,(Southwestern Pacific),N,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",1493
1942.00.00.c,1942,1942,SOUTHWEST PACIFIC OCEAN,,N,Ditched plane in the sea & were adrift on a rubber life raft. ,1492
1942.00.00.b,1942,1942,,,N,"Days before the surrender of Singapore, the 3 men escaped to Sumatra where they acquired a 17' dinghy. After 125 days at sea they drifted back to Sumatra",1491
1942.00.00.a,1942,1942,PANAMA,Panama City,Y,Swimming,1490
1941.12.07,07-Dec-41,1941,SOUTH ATLANTIC OCEAN,,Y,Torpedoed & burning British  light cruiser with a crew of 450 men,1489
1941.12.03,03-Dec-41,1941,AUSTRALIA,Western Australia,N,Swimming,1488
1941.11.27.b,27-Nov-41,1941,SOUTH ATLANTIC OCEAN,Off Libya,N,HMAS Parramatta torpedoed & sunk by the U-559,1487
1941.11.27.a,27-Nov-41,1941,SOUTH ATLANTIC OCEAN,Off Libya,N,HMAS Parramatta torpedoed & sunk by the U-559,1486
1941.11.24,25-Nov-41,1941,SOUTH ATLANTIC OCEAN,"North of Pernambuco, Brazil",Y,British cruiser Dunedin torpedoed & sunk by the U-124,1485
1941.11.19,19-Nov-41,1941,AUSTRALIA,Western Australia,N,German raider Kormoran was sunk in an engagement with HMAS Sydney,1484
1941.09.25,25-Sep-41,1941,CARIBBEAN SEA,,Y,SS Ethel Skakel foundered in Central America Hurricane of 1941,1483
1941.08.21.R,Reported 21-Aug-1941,1941,USA,New York,N,Fishing,1482
1941.08.05,05-Aug-41,1941,AUSTRALIA,New South Wales,Y,Swimming,1481
1941.08.01,01-Aug-41,1941,USA,South Carolina,N,Swimming at edge of channel,1480
1941.07.22,22-Jul-41,1941,USA,New Jersey,N,Fishing for tuna,1479
1941.07.01,01-Jul-41,1941,USA,Hawaii,N,Fishing,1478
1941.06.15,15-Jun-41,1941,USA,New York,N,Fishing from 32' boat,1477
1941.06.00,Jun-41,1941,PACIFIC OCEAN,Off coast of Ecuador,Y,"Ditched aircraft, 3 men in the water. Swam for 31 hours",1476
1941.03.24,24-Mar-41,1941,SOUTH ATLANTIC OCEAN,,N,The troopship Britannia was sunk by the German raider Thor,1475
1941.03.09,09-Mar-41,1941,USA,California,N,Fishing,1474
1941.02.13.,13-Feb-41,1941,AUSTRALIA,New South Wales,N,Fishing,1473
1941.02.01,01-Feb-41,1941,JAMAICA,Trelawney Province,N,Seine netting,1472
1941.01.29,29-Jan-41,1941,SOUTH ATLANTIC OCEAN,In Convoy OB 274,N,Rescuing seaman after ship sunk by German raider,1471
1941.01.00,Jan-41,1941,ATLANTIC OCEAN,,Y,Adrift on raft after their ship was sunk by an Axis raider ,1470
1941.00.00.h,1941,1941,SOLOMON ISLANDS,New Georgia,N,Floating,1469
1941.00.00.f,1941,1941,IRAN,Khuzestan Province,Y,Standing,1468
1941.00.00.e,1941,1941,IRAN,Khuzestan Province,Y,,1467
1941.00.00.d,1941,1941,IRAN,Khuzestan Province,N,,1466
1941.00.00.c,1941,1941,IRAN,Khuzestan Province,Y,Slipped off rocks and fell into the water,1465
1941.00.00.b,1941,1941,IRAN,Khuzestan Province,Y,Standing,1464
1941.00.00.a,1941,1941,PAPUA NEW GUINEA,,N,,1463
1940.12.28,28-Dec-40,1940,AUSTRALIA,New South Wales,Y,Standing on sandbank,1462
1940.12.20,20-Dec-40,1940,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,1461
1940.12.19.R,Reported 19-Dec-1940,1940,AUSTRALIA,Queensland,N,Fishing,1460
1940.12.10,10-Dec-40,1940,AUSTRALIA,Northern Territory,N,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,1459
1940.09.00,Sep-40,1940,PANAMA,Panama Bay (Pacific Ocean),Y,Swimming,1458
1940.07.13.b,13-Jul-40,1940,USA,South Carolina,N,Standing,1457
1940.07.13.a,13-Jul-40,1940,USA,South Carolina,N,Standing ,1456
1940.06.30,30-Jun-40,1940,USA,North Carolina,N,Fishing,1455
1940.03.31,31-Mar-40,1940,SOUTH AFRICA,KwaZulu-Natal,Y,Treading water,1454
1940.03.20,20-Mar-40,1940,AUSTRALIA,New South Wales,N,Free diving for lobster,1453
1940.02.22,22-Feb-40,1940,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming,1452
1940.02.20,20-Feb-40,1940,AUSTRALIA,New South Wales,N,Canoeing,1451
1940.02.04,04-Feb-40,1940,AUSTRALIA,New South Wales,Y,Wading,1450
1940.01.29,29-Jan-40,1940,AUSTRALIA,Queensland,N,Dived into the water,1449
1940.01.23,23-Jan-40,1940,AUSTRALIA,New South Wales,Y,Swimming,1448
1940.01.15,15-Jan-40,1940,AUSTRALIA,Queensland,N,Swimming,1447
1940.01.07,07-Jan-40,1940,SOUTH AFRICA,KwaZulu-Natal,Y,Swimming ,1446
1940.01.01,01-Jan-40,1940,AUSTRALIA,Queensland,N,Diving for trochus,1445
1940.00.00.f,Ca. 1940,1940,SLOVENIA,Adriatic Sea,N,Boating,1444
1940.00.00.e,1940,1940,NEW GUINEA,Bwagaoia,Y,,1443
1940.00.00.d,1940,1940,PAPUA NEW GUINEA,Western Papuan Gulf,N,male,1442
1940.00.00.c,1940,1940,SOUTH AFRICA,Eastern Cape Province,UNKNOWN,Swimming,1441
1940.00.00.b,1940,1940,SOUTH AFRICA,KwaZulu-Natal,Y,,1440
1940.00.00.a,1940,1940,SOUTH AFRICA,Eastern Cape Province,N,Standing in water with child in her arms,1439
1939.12.28,28-Dec-39,1939,AUSTRALIA,New South Wales,N,Swimming,1438
1939.12.14,14-Dec-39,1939,AUSTRALIA,Queensland,Y,Swimming ,1437
1939.11.23,23-Nov-39,1939,AUSTRALIA,New South Wales,N,,1436
1939.11.11,11-Nov-39,1939,AUSTRALIA,New South Wales,N,,1435
1939.11.09,09-Nov-39,1939,AUSTRALIA,New South Wales,UNKNOWN,,1434
1939.11.06,06-Nov-39,1939,AUSTRALIA,New South Wales,UNKNOWN,,1433
1939.11.02.R,Reported 02-Nov-1939,1939,SAMOA,,Y,Fishing,1432
1939.10.25.R,Reported 25-Oct-1939,1939,AUSTRALIA,Queensland,N,"Free diving for trochus shell, swimming to dinghy",1431
1939.10.04,04-Oct-39,1939,USA,Hawaii,N,Spearfishing & had just speared a ulua,1430
1939.09.27.R,Reported 27-Sep-1939,1939,AUSTRALIA,Torres Strait ,N,Pearl diving,1429
1939.08.01,01-Aug-39,1939,USA,California,N,Fishing,1428
1939.07.18,18-Jul-39,1939,PACIFIC OCEAN,,Y,Japanese freighter Bokuyo Maru burned & sank,1427
1939.07.16,16-Jul-39,1939,BAHAMAS,Andros Islands,N,"Dress diving, filming shark & pulling it through the water for a motion picture scene",1426
1939.07.14,14-Jul-39,1939,USA,Texas,N,Seine netting,1425
1939.05.03,03-May-39,1939,USA,Virginia,Y,Washed off freighter Huncliff by a freak wave,1424
1939.04.12.R,12-Apr-39,1939,PAPUA NEW GUINEA,Morobe Province,Y,Dived for a coin,1423
1939.03.24,24-Mar-39,1939,PAPUA NEW GUINEA,Central Province,Y,Dived for a coin,1422
1939.02.26,26-Feb-39,1939,NEW ZEALAND,North Island,N,Fishing,1421
1939.01.12,12-Jan-39,1939,AUSTRALIA,New South Wales,N,Scooping prawns,1420
1939.00.00.e,Woirld War II,1939,SRI LANKA,,N,She was on a ship that was torpedoes & was in the water awaiting rescue,1419
1939.00.00.d,Ca. 1939,1939,BAHAMAS,Andros Islands,N,Fishing,1418
1939.00.00.c,1939,1939,VENEZUELA,Carabobo,Y,Swimming,1417
1939.00.00.b,1939,1939,CURACAO,Ascension Bay,N,Diving,1416
1939.00.00.a,1939,1939,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Y,Swimming to anchored boat,1415
1938.12.27,27-Dec-38,1938,AUSTRALIA,New South Wales,Y,Swimming,1414
1938.10.05,05-Oct-38,1938,AUSTRALIA,Queensland,N,Fishing,1413
1938.08.29,29-Aug-38,1938,CHINA,North China,Y,Swimming alongside warship   Tsingt-ao,1412
1938.08.18,18-Aug-38,1938,USA,California,N,Fishing,1411
1938.07.18,18-Jul-38,1938,USA,South Carolina,N,Swimming,1410
1938.07.17.R,Reported 17-Jul-1938,1938,TURKEY,,N,Fishing,1409
1938.07.17,17-Jul-38,1938,USA,California,N,"Fishing, removing gaff from shark's mouth",1408
1938.07.12,12-Jul-38,1938,AUSTRALIA,Torres Strait,Y,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",1407
1938.06.17,17-Jun-38,1938,NICARAGUA,Lower San Juan River,Y,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",1406
1938.06.08,08-Jun-38,1938,AUSTRALIA,New South Wales,N,Hardhat diving,1405
1938.05.26,26-May-38,1938,COSTA RICA,Nicoya Peninsula,Y,Fishing,1404
1938.05.15,15-May-38,1938,IRAQ,Basrah City,N,"Swimming, naked",1403
1938.05.02.R,Reported 02-May-1938,1938,INDIA,West Bengal,Y,Swimming,1402
1938.03.21.R,Reported 21-Mar-1938,1938,FIJI,Viti Levu,N,Wading,1401
1938.03.08,08-Mar-38,1938,AUSTRALIA,Northern Territory,N,Canoe capsized by shark,1400
1938.01.21,21-Jan-38,1938,AUSTRALIA,New South Wales,N,Fishing,1399
1938.01.18,18-Jan-38,1938,SOUTH AFRICA,KwaZulu-Natal,N,"Watching seine netters with friends, one of whom picked up a netted shark",1398
1938.01.14,14-Jan-38,1938,AUSTRALIA,New South Wales,N,Diving off jetty,1397
1938.01.02,02-Jan-38,1938,AUSTRALIA,New South Wales,N,Surf skiing,1396
1938.00.00.e.R,Reported 1938,1938,EGYPT,,Y,Sponge diving,1395
1938.00.00.d,1938,1938,TRINIDAD & TOBAGO,Trinidad,N,Body surfing,1394
1938.00.00.c,1938,1938,USA,North Carolina,N,Fishing,1393
