,Case Number,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal (Y/N),Time,pdf,href,original order
1036,2008.05.10,10-May-08,2008,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,Severe lacerations to left leg,N,07h30,2008.05.10-JasonCull.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.10-JasonCull.pdf,4957
1037,2008.05.07.b,07-May-08,2008,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,Lower legs bitten,N,14h00,2008.05.07.b-NewCaledonia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.b-NewCaledonia.pdf,4956
1038,2008.05.07.a,07-May-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,2 inch laceration to left lower calf.,N,Just before noon,2008.05.07.a-Atcha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.a-Atcha.pdf,4955
1039,2008.05.01,01-May-08,2008,Provoked,SOUTH AFRICA,,,Fishing,Leg bitten by shark taken aboard Japanese trawler PROVOKED INCIDENT,N,Unknown,2008.05.01-fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.01-fisherman.pdf,4954
1040,2008.04.28.b,28-Apr-08,2008,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,FATAL    Severe bite to right thigh,Y,Afternoon,2008.04.28.b-Ruiz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.b-Ruiz.pdf,4953
1041,2008.04.28.a,28-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,3-inch laceration to dorsal surface of left foot,N,11h45,2008.04.28.a-Alger.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.a-Alger.pdf,4952
1042,2008.04.27,27-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Calf bitten,N,10h30,2008.04.27-Tobin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.27-Tobin.pdf,4951
1043,2008.04.26.b,26-Apr-08,2008,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,Lacerations to left foot,N,Morning,2008.04.26.b-Vilain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.b-Vilain.pdf,4950
1044,2008.04.26.a,26-Apr-08,2008,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Puncture wounds to right foot                  PROVOKED INCIDENT,N,09h50,2008.04.26.a-Pattison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.a-Pattison.pdf,4949
1045,2008.04.25,25-Apr-08,2008,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,FATAL,Y,07h00,2008.04.25-DaveMartin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.25-DaveMartin.pdf,4948
1046,2008.04.20.b,20-Apr-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Cuts & punctures to right foot,N,08h45,2008.04.20.b-Girl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.20.b-Girl.pdf,4947
1047,2008.04.20.a,20-Apr-08,2008,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Unknown,,UNKNOWN,Unknown,2008.04.20.a-Adlington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.20.a-Adlington.pdf,4946
1048,2008.04.19.R,Reported 19-Apr-2008,2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Free-diving,"As he pushd the shark away from his camera, his finger was cut on a tooth",N,Unknown,2008.04.19.R-Avenier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.19.R-Avenier.pdf,4945
1049,2008.04.18,18-Apr-08,2008,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,Probable drowning with post-mortem bites,Y,Evening,2008.04.18-Villanueva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.18-Villanueva.pdf,4944
1050,2008.04.17,17-Apr-08,2008,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,2 puncture wounds to leg,N,11h00,2008.04.17-Weale.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.17-Weale.pdf,4943
1051,2008.04.15,15-Apr-08,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Puncture wounds to right foot,N,15h00,2008.04.15-Phillips.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.15-Phillips.pdf,4942
1052,2008.03.28.a,28-Mar-08,2008,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,Right foot bitten,N,Unknown,2008.03.28.a-Holloway.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.a-Holloway.pdf,4941
1053,2008.04.09.R,Reported 09-Apr-2008,2008,Unprovoked,FIJI,,,Spearfishing,Left forearm bitten ,N,Unknown,2008.04.09.R-Meli-Fiji.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.09.R-Meli-Fiji.pdf,4940
1054,2008.04.08.R,Reported 08-Apr-2008,2008,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,Foot bitten,N,Unknown,2008.04.08.R-NSB-2.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.R-NSB-2.pdf,4939
1055,2008.04.08,08-Apr-08,2008,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,FATAL,Y,08h05,2008.04.08.a-Edmonds.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.a-Edmonds.pdf,4938
1056,2008.04.03,03-Apr-08,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,Right foot & ankle bitten,N,12h00,2008.04.03-Giangrasso.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.03-Giangrasso.pdf,4937
1057,2008.03.28.c,28-Mar-08,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,Right leg bitten,N,Unknown,2008.03.28.c-Peens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.c-Peens.pdf,4936
1058,2008.03.28.b,28-Mar-08,2008,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,Foot bitten,N,18h50,2008.03.28.b-Lemelin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.b-Lemelin.pdf,4935
1059,2008.03.25,25-Mar-08,2008,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,Shin bitten,N,Unknown,2008.03.25-Canganelli.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.25-Canganelli.pdf,4934
1060,2008.03.23,23-Mar-08,2008,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,Three small lacerations/ punctures to right foot,N,11h30,2008.03.23-NewSmyrnaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.23-NewSmyrnaBeach.pdf,4933
1061,2008.03.21,21-Mar-08,2008,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,Two 3-inch lacerations to right ankle,N,15h53,2008.03.21-NewSmyrnaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.21-NewSmyrnaBeach.pdf,4932
1062,2008.03.15,15-Mar-08,2008,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,Minor injury,N,Afternoon,2008.03.15-BonitaSprings.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.15-BonitaSprings.pdf,4931
1063,2008.03.07,07-Mar-08,2008,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,"No injury to surfer, surfboard bitten by the shark",N,08h00,2008.03.07-Larkin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.07-Larkin.pdf,4930
1064,2008.02.24,24-Feb-08,2008,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,"Leg bitten, FATAL",Y,10h00,2008.02.24-Groh.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.24-Groh.pdf,4929
1065,2008.02.21.R,Reported 21-Feb-2008,2008,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,Lacerations to face,N,Unknown,2008.02.21.R-Hauta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.21.R-Hauta.pdf,4928
1066,2008.02.15,15-Feb-08,2008,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,Lacerations to foot,N,17h00,2008.02.15-Bradner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.15-Bradner.pdf,4927
1067,2008.02.07,07-Feb-08,2008,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,Abrasions to elbow; collided with shark,N,Unknown,2008.02.07-Casey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.07-Casey.pdf,4926
1068,2008.02.06,06-Feb-08,2008,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,Lacerations to foot,N,Unknown,2008.02.06-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.06-Surfer.pdf,4925
1069,2008.01.29,29-Jan-08,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,"No injury to surf-skiier, shark holed ski",N,Unknown,2008.01.29-Symington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.29-Symington.pdf,4924
1070,2008.01.27,27-Jan-08,2008,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta  ,Accidentally stood on hooked shark's tail before attempting to gut it ,Laceration to left knee PROVOKED INCIDENT,N,07h30,2008.01.27-Tinson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.27-Tinson.pdf,4923
1071,2008.01.19.R,Reported 19-Jan-2008,2008,Invalid,NEW ZEALAND,South Island,Marfells Beach,Wading,"Stingray envenomation, not a shark",N,Unknown,2008.01.19.R-O'Neill.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.19.R-O'Neill.pdf,4922
1072,2008.01.14,14-Jan-08,2008,Boat,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,"No injury to occupants, pontoon punctured",N,14h00,2008.01.14-inflatable-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.14-inflatable-boat.pdf,4921
1073,2008.01.10,10-Jan-08,2008,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Left foot bitten,N,Unknown,2008.01.10-Marsden.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.10-Marsden.pdf,4920
1074,2008.00.00.b,Fall 2008,2008,Provoked,USA,Florida,"Off Fort Pierce, St. Lucie County",Fishing for snapper,Minor injury to hand by hooked shark   PROVOKED INCIDENT,N,Unknown,2008.00.00.b-Silva.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.b-Silva.pdf,4919
1075,2008.00.00.a,Summer-2008,2008,Unprovoked,MEXICO,Baja California,Playas de Tijuana,Surfing,Leg bitten,N,Unknown,2008.00.00.a-Edwards.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.a-Edwards.pdf,4918
1076,2007.12.21,21-Dec-07,2007,Unprovoked,ECUADOR,Galapagos Islands,San Cristobal Island,Surfing,Lacerations & puncture wounds  to left thigh,N,Unknown,2007.12.21-Judd.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.21-Judd.pdf,4917
1077,2007.12.19,19-Dec-07,2007,Invalid,BRITISH VIRGIN ISLANDS,Green Bay,,Scuba diving,Shark bites were post-mortem,Y,Unknown,2007.12.19-Johanning.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.19-Johanning.pdf,4916
1078,2007.12.18,18-Dec-07,2007,Unprovoked,AUSTRALIA,New South Wales,Jimmy's Beach,Surfing,Severe lacerations to right buttock,N,11h00,2007.12.18-Morcom.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.18-Morcom.pdf,4915
1079,2007.12.15,15-Dec-07,2007,Unprovoked,AUSTRALIA,Queensland,South Stradbroke Island,Swimming,Lacerations to hand,N,Unknown,2007.12.15-Edwards.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.15-Edwards.pdf,4914
1080,2007.12.14,14-Dec-07,2007,Invalid,AUSTRALIA,New South Wales,Bondi ,Swimming,Lacerations to left forearm,N,20h30,2007.12.14-Wright.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.14-Wright.pdf,4913
1081,2007.12.10,10-Dec-07,2007,Unprovoked,USA,Hawaii,"Waialua Bay, O'ahu",Surfing,"No injury, shark bit surfboard ",N,"""Just before 11h00""",2007.12.10-Ramirez.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.10-Ramirez.pdf,4912
1082,2007.12.09,09-Dec-07,2007,Unprovoked,NEW ZEALAND,South Island,Kaikoura,Surfing,"No injury, shark bit surfboard & severed leash",N,Unknown,2007.12.09-Hislop.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.09-Hislop.pdf,4911
1083,2007.12.07,07-Dec-07,2007,Unprovoked,BRAZIL,Pernambuco,Itamaracá,Removing fish from a trap,20 cm injury to left foot,N,Unknown,2007.12.07-Malvis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.12.07-Malvis.pdf,4910
1084,2007.11.18,18-Nov-07,2007,Provoked,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,Fishing,Minor injury to finger by netted shark PROVOKED INCIDENT,N,Unknown,2007.11.18-WA.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.18-WA.pdf,4909
1085,2007.11.08,08-Nov-07,2007,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,"No injury, teethmarks in board & torn wetsuit",N,14h20,2007.11.08-Evans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.08-Evans.pdf,4908
1086,2007.11.07,07-Nov-07,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,Surfing,Lacerations to feet,N,17h30,2007.11.07-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.07-Smith.pdf,4907
1087,2007.11.06,06-Nov-07,2007,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Cut to right knee,N,11h115,2007.11.06-Fox.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.06-Fox.pdf,4906
1088,2007.11.04,04-Nov-07,2007,Unprovoked,USA,Florida,"Round Island Park, Indian River County",Surfing,Lacerations to right leg,N,09h00,2007.11.04-Nolan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.04-Nolan.pdf,4905
1089,2007.11.03,03-Nov-07,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Surfing,Lacerations to thigh,N,08h45,2007.11.03-Mellin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.03-Mellin.pdf,4904
1090,2007.11.00,Nov-11,2007,Invalid,MEXICO,Baja California,Guadalupe Island,Shark diving,White shark breached cage. No injury to occupants,N,Unknown,2007.11.00-cage.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.11.00-cage.pdf,4903
1091,2007.10.29,29-Oct-07,2007,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,Lacerations to left lower leg,N,15h30,2007.10.29-Finley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.29-Finley.pdf,4902
1092,2007.10.15,15-Oct-07,2007,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,small laceration to wrist,N,11h30,2007.10.15-Whitehurst.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.15-Whitehurst.pdf,4901
1093,2007.10.13,13-Oct-07,2007,Unprovoked,AUSTRALIA,Queensland,Holmes Reef,Spearfishing,Laceration to calf,N,12h00,2007.10.13-Wood.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.13-Wood.pdf,4900
1094,2007.10.07,07-Oct-07,2007,Unprovoked,USA,California,"Venice Pier, Venice, Los Angeles County",Surfing,4 scratches on left hand,N,20h30,2007.10.07-Bendall.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.07-Bendall.pdf,4899
1095,2007.10.06,06-Oct-07,2007,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,Severe lacerations to right hand,N,08h10,2007.10.06-EH.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.10.06-EH.pdf,4898
1096,2007.09.30.c,30-Sep-07,2007,Unprovoked,USA,California,"Santa Monica, Los Angeles County",Surfing,Puncture wound to foot,N,11h30,2007.09.30.c-Sinagra.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.c-Sinagra.pdf,4897
1097,2007.09.30.b,30-Sep-07,2007,Sea Disaster,PHILIPPINES,Palawan,Off Cagayancillo,"The 426-ton cargo ship Mia, laden with cement, capsized in heavy seas ","FATAL        Only 4 of the 18 on board were rescued, some of the missing were allegedly killed by sharks",Y,14h40,2007.09.30.b-Mia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.b-Mia.pdf,4896
1098,2007.09.30.a,30-Sep-07,2007,Unprovoked,NEW CALEDONIA,Loyalty Islands,"Bay of Luengoni, Lifou Island",Swimming,FATAL,Y,Early morning,2007.09.30.a-Belliard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.30.a-Belliard.pdf,4895
1099,2007.09.28,28-Sep-07,2007,Unprovoked,BAHAMAS,Grand Bahama Island,Sweetings Cay,Spearfishing,Thigh bitten,N,12h00,2007.09.28-Gano.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.28-Gano.pdf,4894
1100,2007.09.27.b,27-Sep-07,2007,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",Surfing,"No injury to surfer, surfboard bitten",N,08h15,2007.09.27.b-Snyder.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.27.b-Snyder.pdf,4893
1101,2007.09.27.a,27-Sep-07,2007,Unprovoked,EGYPT,Red Sea,Daedalus Reef ,Swimming,"Severe lacerations to lower left leg, ankle and foot",N,07h00,2007.09.27.a-Aleksandrova.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.27.a-Aleksandrova.pdf,4892
1102,2007.09.22.b,22-Sep-07,2007,Invalid,USA,Florida,Jupiter Inlet,Scuba diving,Shark involvement prior to death unconfirmed,Y,Unknown,2007.09.22.b-Cuomo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.22.b-Cuomo.pdf,4891
1103,2007.09.22.a,22-Sep-07,2007,Unprovoked,USA,Florida,Huguenot Park,Surfing,Laceration to foot,N,Unknown,2007.09.22.a-HuguenotPark.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2007.09.22.a-HuguenotPark.pdf,4890
