Year,Type,Country,Area,Location,Activity,Sex,Fatal
2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,N
2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,N
2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Fishing,M,N
2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,N
2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Bathing,M,N
2014,Boat,SOUTH AFRICA,Unknown,Unknown,Other,Unknown,N
2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,N
2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,Y
2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving,M,Y
2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,Y
2014,Unprovoked,USA,Florida,Delray Beach,Surfing,M,N
2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,N
2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Unknown,Surfing,M,N
2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,N
2014,Invalid,CAYMAN ISLANDS,Unknown,Unknown,Diving,M,N
2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,Unknown,F,N
2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,N
2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,N
2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Surfing,M,N
2014,Boat,PAPUA NEW GUINEA,Unknown,Unknown,Sailing,M,N
2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Fishing,M,Y
2014,Provoked,TRINIDAD & TOBAGO,Trinidad,Unknown,Fishing,M,N
2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,N
2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,N
2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Fishing,M,N
2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Other,M,N
2014,Boat,NEW ZEALAND,Unknown,Stewart Island,Other,Unknown,N
2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,N
2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,N
2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Unknown,Fishing,M,N
2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boarding,M,N
2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,N
2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,N
2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Fishing,M,Y
2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbells Beach, ",Boarding,M,Y
2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,N
2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,Y
2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,N
2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,N
2013,Provoked,BAHAMAS,Unknown,Off Cape Eleuthera,Fishing,M,N
2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Boarding,M,N
2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,N
2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Boarding,M,N
2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,N
2013,Unprovoked,REUNION,dÉtang-Salé,Ravine Mula,Boarding,M,N
2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving,M,N
2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,N
2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving,M,N
2013,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,N
2013,Unprovoked,USA,Florida,Miami Beach,Bathing,M,N
2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming,M,Y
2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving,M,N
2013,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,N
2013,Unprovoked,USA,Florida,"Destin, Okaloosa County",Bathing,M,N
2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
2013,Provoked,ISRAEL,Southern District,Ashdod,Diving,M,N
2013,Unprovoked,USA,Florida,"Panama City, Bay County",Bathing,M,N
2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,N
2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,N
2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,N
2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,F,N
2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Unknown,F,Unknown
2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",Surfing,M,N
2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",Bathing,M,N
2013,Provoked,USA,Florida,Key West Aquarium,Unknown,M,N
2013,Unprovoked,BAHAMAS,Unknown,Unknown,Unknown,M,N
2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",Other,M,N
2013,Unprovoked,BAHAMAS,Unknown,Freetown Beach,Fishing,M,N
2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,N
2013,Invalid,USA,California,Catalina Channel,Swimming,F,N
2013,Provoked,FRANCE,Bay of Biscay,Unknown,Fishing,M,N
2013,Unprovoked,USA,Florida,"Winterhaven Park,           Ponce Inlet, Volusia County",Boarding,F,N
2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Other,M,N
2013,Unprovoked,USA,Hawaii,Pohoiki ,Surfing,M,N
2013,Unprovoked,USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,N
2013,Unprovoked,USA,Hawaii,"Makenat, Maui",Snorkeling,F,Y
2013,Unprovoked,USA,Hawaii,"Ka'a Point, Maui",Boarding,F,N
2013,Unprovoked,USA,South Carolina,Folly Beach,Surfing,M,N
2013,Unprovoked,SOUTH AFRICA,Unknown,Unknown,Other,M,N
2013,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,N
2013,Unprovoked,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,N
2013,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,N
2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Fishing,M,N
2013,Unprovoked,MEXICO,Quintana Roo,Unknown,Bathing,F,N
2013,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Surfing,M,N
2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Other,M,N
2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,N
2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,Y
2013,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Surfing,F,N
2013,Unprovoked,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming,M,N
2013,Unprovoked,REUNION,Saint-Paul,Le cimetière marin,Swimming,F,Y
2013,Unprovoked,DIEGO GARCIA,Unknown,Unknown,Swimming,M,Y
2013,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Bathing,F,N
2013,Invalid,SPAIN,Catalonia,"Sant Marti dEmpuries Beach, LEscala",Swimming,M,N
2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,M,N
2013,Unprovoked,TAIWAN,Taitung ,Unknown,Fishing,M,N
2013,Invalid,JAMAICA,Kingston Parish,Port Royal,Unknown,M,Y
2013,Unprovoked,USA,California,"Pacific State , San Mateo County",Fishing,M,N
2013,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming,M,N
2013,Unprovoked,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,N
2013,Unprovoked,USA,Hawaii,Kona Coast State Park,Swimming,M,N
2013,Unprovoked,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,N
2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,N
2013,Unprovoked,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,N
2013,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boarding,F,N
2013,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing,M,N
2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,N
2013,Unprovoked,USA,Hawaii,"Halewia, Oahu",Diving,M,N
2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,M,Y
2013,Provoked,PALESTINIAN TERRITORIES,Unknown,Gaza,Fishing,M,N
2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,N
2013,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,Y
2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Boarding,M,Y
2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,N
2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,N
2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,N
2013,Unprovoked,USA,Florida,"Near Boynton Beach, Palm Beach County",Surfing,M,N
2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Diving,M,N
2013,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013,Unprovoked,GUAM,Unknown,Unknown,Unknown,M,Y
2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Boarding,M,N
2013,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,N
2013,Invalid,AUSTRALIA,Western Australia,Perth,Unknown,M,Y
2013,Unprovoked,USA,Hawaii,Kaanapali Shores,Surfing,M,N
2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,N
2013,Unprovoked,SEYCHELLES,Unknown,Ile Platte,Diving,M,N
2013,Unprovoked,BELIZE,Unknown,Unknown,Snorkeling,F,N
2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fishing,M,N
2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing,M,N
2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,N
2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light area ,Fishing,M,Y
2013,Unprovoked,AUSTRALIA,Western Australia,African Reef off Geraldton,Fishing,M,N
2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming,M,N
2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,N
2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,Y
2013,Unprovoked,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,Unknown,N
2013,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Surfing,M,N
2013,Unprovoked,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,N
2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Diving,M,N
2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,Unknown,M,N
2013,Boat,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,N
2013,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,M,N
2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Other,M,N
2013,Unprovoked,USA,Hawaii,Kiholo Bay,Surfing,M,N
2013,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island,Fishing,M,N
2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Fishing,M,N
2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie's Beach, Diamond Head",Boarding,M,N
2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,Y
2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,N
2012,Unprovoked,USA,Hawaii,Kauai,Surfing,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,Green Island,Fishing,M,N
2012,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Diving,F,N
2012,Unprovoked,USA,Hawaii,"Kihei, Maui",Snorkeling,M,N
2012,Invalid,AUSTRALIA,Queensland,Mooloolaba,Unknown,M,N
2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,Y
2012,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Diving,M,N
2012,Unprovoked,USA,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,N
2012,Unprovoked,USA,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,N
2012,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,Y
2012,Unprovoked,USA,Florida,"Seaport, Brevard County",Unknown,F,N
2012,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Boarding,M,N
2012,Invalid,USA,Florida,Hobe Sound,Unknown,M,N
2012,Unprovoked,NIGERIA,Delta,Oboro,Bathing,F,N
2012,Unprovoked,USA,California,"Davenport Landing, Santa Cruz County",Surfing,M,N
2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Boarding,M,N
2012,Unprovoked,USA,Florida,"Spanish House Beach, Brevard County",Surfing,M,N
2012,Unprovoked,USA,Florida," Cocoa Beach, Brevard  County",Surfing,M,N
2012,Unprovoked,TONGA,Vava'u,Eueiki Island,Swimming,F,N
2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,N
2012,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,N
2012,Unprovoked,USA,Florida,"South Beach, Miami-Dade County",Swimming,M,N
2012,Unprovoked,USA,Florida,"Neptune Beach, Duval County",Surfing,M,N
2012,Unprovoked,USA,Florida,"St. Augustine Beach, St. John's County",Surfing,M,N
2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boarding,F,N
2012,Provoked,USA,Hawaii,"Spreckelsville, Maui",Fishing,Unknown,N
2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,N
2012,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Fishing,M,N
2012,Unprovoked,AUSTRALIA,Western Australia,Red Bluff near Quobba Station,Surfing,M,N
2012,Unprovoked,BRAZIL,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,M,Y
2012,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Swimming,M,N
2012,Boat,AUSTRALIA,Western Australia,Ocean Reef,Fishing,Unknown,N
2012,Unprovoked,USA,Florida,Key Largo,Diving,M,N
2012,Unprovoked,REUNION,Saint Leu,Unknown,Surfing,M,N
2012,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kaukura Atoll,Fishing,M,N
2012,Unprovoked,USA,California,"Topanga Beach, Los Angeles County",Surfing,M,N
2012,Unprovoked,AUSTRALIA,South Australia,Streaky Bay,Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Mahaulepu Beach, Kauai",Surfing,M,N
2012,Unprovoked,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Surfing,M,N
2012,Invalid,USA,North Carolina,"Ocean Isle, Brunswick County",Unknown,M,N
2012,Unprovoked,REUNION,Trois-Bassins,Unknown,Surfing,M,Y
2012,Invalid,TRINIDAD & TOBAGO,Trinidad,"Off Radix Village, Mayoro County",Swimming,M,Y
2012,Invalid,CANADA,British Colombia,"Tofino, Vancouver",Surfing,F,N
2012,Unprovoked,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,M,Y
2012,Unprovoked,USA,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,N
2012,Unprovoked,BAHAMAS,Eleuthera,Unknown,Fishing,M,N
2012,Invalid,AUSTRALIA,Victoria,Ship's Graveyard off Point Lonsdale,Diving,F,Y
2012,Unprovoked,USA,California,"Pleasure Point, Santa Cruz County",Canoeing,M,N
2012,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,N
2012,Invalid,CROATIA,Unknown,Buccari Bay,Swimming,Unknown,N
2012,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Swimming,M,N
2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Other,F,N
2012,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,Surfing,M,N
2012,Unprovoked,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,N
2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Surfing,M,N
2012,Invalid,USA,South Carolina,"Myrtle Beach, Horry County",Bathing,M,N
2012,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Bathing,F,N
2012,Provoked,USA,Florida,"Summerland Key, Monroe County",Fishing,M,N
2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,F,N
2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,N
2012,Unprovoked,AUSTRALIA,Victoria,Port Campbell,Surfing,M,N
2012,Provoked,ITALY,Sardinia,Muravera,Other,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Surfing,M,N
2012,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,N
2012,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Boarding,M,N
2012,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Bathing,F,N
2012,Unprovoked,MEXICO,Guerrero," Boca de la Leña, La Unión",Fishing,M,N
2012,Unprovoked,USA,Florida,"Jacksonville, Duval County",Surfing,M,N
2012,Unprovoked,USA,Hawaii,"Iroquiois Point, Oahu",Fishing,M,N
2012,Unprovoked,FIJI,Unknown,Matacucu Reef ,Fishing,M,N
2012,Unprovoked,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Fishing,M,N
2012,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,N
2012,Unprovoked,USA,California,Off Catalina Island,Boarding,F,N
2012,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,N
2012,Unprovoked,SOUTH AFRICA,Western Cape Province,Caves near Kogel Bay,Boarding,M,Y
2012,Unprovoked,AUSTRALIA,South Australia,"Dolphin Bay, Innes National Park",Canoeing,M,N
2012,Unprovoked,USA,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,N
2012,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Unknown,M,N
2012,Unprovoked,AUSTRALIA,Western Australia,Stratham Beach,Diving,M,Y
2012,Boat,AUSTRALIA,Western Australia,Kalbarri,Fishing,Unknown,N
2012,Unprovoked,AUSTRALIA,Queensland,Nobby's Beach,Surfing,M,N
2012,Unprovoked,USA,Florida,"Jensen Beach, Martin County ",Surfing,M,N
2012,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,N
2012,Unprovoked,NEW ZEALAND,North Island,"Opunake, Taranake",Surfing,M,N
2012,Provoked,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium",Diving,F,N
2012,Unprovoked,REUNION,Saint-Benoit,Port de la Marine,Boarding,M,N
2012,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,N
2012,Invalid,SAUDI ARABIA,Tabuk Province,Off Duba,Surfing,M,N
2012,Provoked,CHILE,Antofagasta Province,Antofagasta,Fishing,M,N
2012,Provoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Surfing,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,Broughton Island,Fishing,M,N
2012,Boat,SOUTH AFRICA,Western Cape Province,Strandfontein,Fishing,Unknown,N
2012,Unprovoked,AUSTRALIA,Queensland,Wurtulla,Surfing,M,N
2012,Unprovoked,BAHAMAS,Unknown,Cat Island,Diving,M,N
2012,Unprovoked,USA,Hawaii,Lanai,Snorkeling,Unknown,N
2012,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,Snorkeling,M,N
2012,Provoked,TAIWAN,Taitung ,Taimali,Fishing,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,Redhead Beach,Surfing,M,N
2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,Y
2012,Unprovoked,USA,Oregon,"Lincoln City, Lincoln County",Surfing,M,N
2012,Unprovoked,AUSTRALIA,New South Wales,North Avoca Beach,Surfing,M,N
2012,Unprovoked,AUSTRALIA,Queensland,Duranbah,Fishing,M,N
2011,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Unknown,M,N
2011,Invalid,ANTIGUA,St John's,Fort James Beach,Swimming,M,N
2011,Unprovoked,ECUADOR,Santa Elena,Barandúa Beach,Surfing,M,N
2011,Unprovoked,USA,Florida,New Smyrna Beach,Surfing,M,N
2011,Provoked,USA,Hawaii,"Makahuena Point, Kauai",Canoeing,M,N
2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Noordhoek, Port Elizabeth",Fishing,M,N
2011,Unprovoked,AUSTRALIA,New South Wales,Angourie,Surfing,M,N
2011,Invalid,SOUTH AFRICA,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surfing,M,N
2011,Unprovoked,AUSTRALIA,New South Wales,Maroubra,Surfing,M,N
2011,Unprovoked,USA,Oregon,Seaside Cove,Surfing,F,N
2011,Invalid,AUSTRALIA,Queensland,Bushy Ilet,Fishing,Unknown,Y
2011,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,N
2011,Unprovoked,INDONESIA,Bali,Tabanan,Surfing,M,N
2011,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,N
2011,Unprovoked,USA,California,Pigeon Point,Canoeing,M,N
2011,Unprovoked,PAPUA NEW GUINEA,East New Britain,Pigeon Island,Diving,M,N
2011,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,N
2011,Unprovoked,REUNION,Bois-Blanc ,Sainte-Rose,Fishing,M,N
2011,Unprovoked,USA,California,"Marina State Beach, Monterey County",Surfing,M,N
2011,Unprovoked,SCOTLAND,Moray,Spey Bay,Surfing,M,N
2011,Provoked,SOUTH AFRICA,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,Unknown,N
2011,Unprovoked,AUSTRALIA,Western Australia,Rottnest Island,Diving,M,Y
2011,Unprovoked,USA,Oregon,"Newport, Lincoln County",Surfing,M,N
2011,Unprovoked,AUSTRALIA,Victoria,Elwood Beach,Diving,M,N
2011,Unprovoked,USA,Florida,Cape Canaveral,Surfing,M,N
2011,Unprovoked,USA,Oregon,Seaside,Surfing,M,N
2011,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,Y
2011,Boat,REUNION,Unknown,Cap La Houssaye,Canoeing,M,N
2011,Unprovoked,USA,Florida,"Santa Maria Island, Manatee County",Fishing,M,N
2011,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Unknown,M,N
2011,Invalid,USA,Puerto Rico,Hatillo Beach,Surfing,M,N
2011,Provoked,DOMINICAN REPUBLIC,Samaná Province,Playa Jackson ,Fishing,M,N
2011,Unprovoked,SOUTH AFRICA,Western Cape Province,Clovely Beach,Swimming,M,N
2011,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Other,M,N
2011,Boat,USA,Hawaii,Kauai,Canoeing,M,N
2011,Unprovoked,REUNION,Saint-Gilles,Boucan-Canot,Boarding,M,Y
2011,Unprovoked,KENYA,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,Y
2011,Unprovoked,USA,California,"Samoa Beach, Humboldt County",Surfing,M,N
2011,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",Surfing,M,N
2011,Unprovoked,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,Unknown,N
2011,Unprovoked,AUSTRALIA,Western Australia, Bunker Bay,Boarding,M,Y
2011,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2011,Unprovoked,USA,Florida,Crescent Beach St. Johns County,Surfing,M,N
2011,Invalid,AUSTRALIA,Queensland,Fantome Island,Swimming,M,Y
2011,Unprovoked,USA,Texas,"Grass Island, Aransas County",Fishing,F,N
2011,Unprovoked,RUSSIA,Primorsky Krai,Slavyanka,Bathing,M,N
2011,Unprovoked,USA,North Carolina,"Buxton Beach, Dare County",Surfing,M,N
2011,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Unknown,M,N
2011,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surfing,M,Y
2011,Unprovoked,RUSSIA,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swimming,M,N
2011,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Bathing,F,N
2011,Invalid,USA,North Carolina,"Wrightsville Beach, New Hanover County",Unknown,M,N
2011,Unprovoked,RUSSIA,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swimming,M,N
