Year,Type,Country,Area,Location,Activity,Sex,Fatal
1936,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,Surfing,M,N
1936,Provoked,CANADA,Newfoundland,Georges Bank,Fishing,Unknown,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Bathurst Island,Diving,M,N
1936,Boat,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,N
1936,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming,M,Y
1936,Boat,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing,Unknown,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Off Nepean Island,Diving,M,N
1936,Boat,SOUTH AFRICA,Western Cape Province,Cape Point,Fishing,Unknown,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Nepean Island,Surfing,M,Y
1936,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,M,Y
1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,M,N
1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,Unknown,N
1936,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,M,N
1936,Unprovoked,AUSTRALIA,Torres Strait,"Near Shelburne Bay, Queenland",Other,M,N
1936,Unprovoked,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",Diving,M,N
1936,Boat,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Canoeing,Unknown,N
1936,Provoked,AUSTRALIA,New South Wales,"Angourie, near Yamba",Other,F,N
1936,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Other,M,N
1936,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,M,Y
1936,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide",Swimming,M,Y
1936,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,M,N
1936,Provoked,AUSTRALIA,New South Wales,North Bondi,Other,M,N
1936,Unprovoked,AUSTRALIA,Victoria ,"Port Phillip Bay, Port Melbourne",Swimming,M,Y
1935,Provoked,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Other,Unknown,N
1935,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving,M,N
1935,Unprovoked,USA,North Carolina,"Browns Inlet on New River, Onslow Beach",Swimming,M,Y
1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,Y
1935,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay",Boarding,M,Y
1935,Invalid,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,M,N
1935,Unprovoked,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Diving,M,Y
1935,Invalid,USA,California,Santa Barbara Channel,Fishing,M,Y
1935,Unprovoked,PANAMA,Unknown,off Culebra,Fishing,M,Y
1935,Unprovoked,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,F,Y
1935,Unprovoked,USA,New Jersey,50 miles offshore,Fishing,M,N
1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,M,Y
1935,Boat,AUSTRALIA,South Australia,Off Port Broughton,Unknown,Unknown,N
1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",Unknown,Unknown,N
1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Other,M,N
1935,Unprovoked,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,Diving,M,N
1935,Invalid,AUSTRALIA,New South Wales,Coogee,Other,M,N
1935,Unprovoked,Unknown,Unknown,Unknown,Diving,F,N
1935,Unprovoked,USA,California,"Hermosa Beach, Los Angeles County",Unknown,M,N
1935,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving,M,N
1935,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,Diving,M,N
1935,Provoked,AUSTRALIA,Queensland,Pimpana River,Other,M,N
1935,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,N
1935,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,Y
1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Bathing,M,Y
1935,Unprovoked,AUSTRALIA,New South Wales,Austinmer,Surfing,M,N
1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,N
1935,Boat,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing,Unknown,N
1935,Invalid,ISRAEL,Herzliyah,Sidny Ali,Unknown,Unknown,Y
1935,Invalid,AUSTRALIA,Queensland,"Seaforth River, near MacKay",Unknown,M,N
1934,Unprovoked,AUSTRALIA,New South Wales,Georges River at Kentucky,Other,F,N
1934,Unprovoked,AUSTRALIA,New South Wales," St. Georges River at Moorebank, near Milperra Bridge",Swimming,M,Y
1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Other,M,Y
1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming,M,N
1934,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,Y
1934,Provoked,BERMUDA,Hamilton,Hamilton Parish,Fishing,M,N
1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Diving,M,Y
1934,Provoked,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,M,N
1934,Boat,ITALY,Sicily,Catania,Fishing,M,N
1934,Invalid,ITALY / CROATIA,Unknown,Kralievica,Swimming,F,N
1934,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Diving,M,Y
1934,Unprovoked,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,Y
1934,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",Swimming,M,N
1934,Boat,AUSTRALIA,New South Wales,Cronulla,Fishing,M,N
1934,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,M,N
1934,Unprovoked,USA,Florida,"Melbourne, Brevard County",Bathing,M,Y
1934,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Surfing,M,N
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Grannys Pool, Winkelspruit",Swimming,M,Y
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming,M,N
1934,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Swimming,M,Y
1934,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Swimming,M,Y
1934,Provoked,AUSTRALIA,New South Wales,Cronulla,Fishing,Unknown,N
1934,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Other,M,N
1934,Unprovoked,CHILE,Elqui Province,Coquimbo,Other,M,Y
1934,Boat,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",Fishing,M,N
1934,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)",Swimming,M,N
1934,Unprovoked,AUSTRALIA,New South Wales,Queenscliff,Swimming,M,N
1933,Unprovoked,AUSTRALIA,Torres Strait,Near Boydong Cay,Diving,M,Y
1933,Unprovoked,AUSTRALIA,Queensland,Near Barrow Point,Diving,M,N
1933,Unprovoked,AUSTRALIA,Queensland,Off Bloomfield River,Diving,M,N
1933,Boat,ISRAEL,Unknown,Nabi Rubin,Fishing,M,N
1933,Provoked,USA,California,"Hermosa Beach, Los Angeles County",Fishing,M,N
1933,Unprovoked,USA,South Carolina,"Pawleys Island, north of Charleston",Bathing,M,N
1933,Unprovoked,USA,Connecticut,Mystic River,Swimming,F,N
1933,Unprovoked,USA,California,"San Diego, San Diego County",Unknown,M,N
1933,Unprovoked,AUSTRALIA,Western Australia,Broome,Diving,M,N
1933,Unprovoked,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Other,M,N
1933,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Bathing,F,N
1933,Invalid,AUSTRALIA,Northern Territory,Darwin,Fishing,M,N
1933,Sea Disaster,BARBADOS,St Michael Parish,Off Pelican Island,Other,Unknown,Y
1933,Provoked,AUSTRALIA,Queensland,Off Stradbroke Island,Fishing,M,N
1933,Unprovoked,AUSTRALIA,Queensland,Currumbin,Bathing,M,N
1933,Sea Disaster,CUBA,Havana Province,"Off Jaimanitas Yacht Club, Havana",Swimming,M,Y
1933,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,Y
1933,Unprovoked,AUSTRALIA,New South Wales,Sydney,Bathing,M,N
1933,Unprovoked,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",Surfing,M,N
1933,Boat,AUSTRALIA,South Australia,Adelaide,Unknown,Unknown,N
1933,Provoked,AUSTRALIA,South Australia,"Port River, Adelaide",Fishing,M,N
1933,Unprovoked,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Swimming,M,Y
1932,Unprovoked,AUSTRALIA,Northern Territory,Arnhem Land,Unknown,M,N
1932,Provoked,NEW ZEALAND,North Island,Mahurangi River Mouth,Fishing,M,N
1932,Sea Disaster,CUBA,Unknown,Unknown,Other,Unknown,Unknown
1932,Unprovoked,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle",Swimming,M,N
1932,Unprovoked,CAPE VERDE,Barlavento Islands,São Vicente ,Swimming,M,Y
1932,Unprovoked,FIJI,Viti Levu Island,Navua,Other,M,N
1932,Provoked,AUSTRALIA,New South Wales,Bondi,Unknown,M,N
1932,Provoked,AUSTRALIA,New South Wales,Newcastle,Unknown,M,N
1932,Provoked,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Fishing,M,N
1932,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Diving,M,N
1932,Provoked,BAHAMAS,New Providence Island,Nassau,Other,M,N
1932,Invalid,USA,Texas,Galveston,Unknown,M,Y
1932,Boat,CANADA,Bay of Fundy,16 km west of Digby Gut,Fishing,M,N
1932,Provoked,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Fishing,M,N
1932,Provoked,USA,New Jersey,"Off Ocean City, Cape May County",Fishing,M,N
1932,Unprovoked,FIJI,Yasawa Islands,Nabukeru ,Diving,F,Y
1932,Unprovoked,AUSTRALIA,Torres Strait,Near Warrior Reefs,Diving,M,Y
1932,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,N
1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Bathing,M,Y
1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Bathing,F,Y
1932,Unprovoked,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Swimming,M,N
1932,Unprovoked,AUSTRALIA,Queensland,Calliope River,Fishing,M,N
1932,Unprovoked,PHILIPPINES,Manila,Fort Mills,Other,M,Y
1932,Unprovoked,AUSTRALIA,Queensland,Ipswich,Swimming,M,N
1932,Boat,AUSTRALIA,Victoria,Frankston,Fishing,Unknown,Unknown
1932,Provoked,MEXICO,Baja California,Descano Point,Fishing,M,Y
1932,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",Other,M,N
1931,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving,M,N
1931,Unprovoked,JAMAICA,Unknown,"East Beach, Kingsston",Diving,M,Y
1931,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,M,N
1931,Unprovoked,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Swimming,F,N
1931,Invalid,USA,Hawaii,"Kahala, O'ahu",Fishing,M,Y
1931,Unprovoked,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",Swimming,M,Y
1931,Invalid,USA,Hawaii,Unknown,Unknown,M,Y
1931,Boat,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",Fishing,Unknown,N
1931,Unprovoked,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming,M,Y
1931,Unprovoked,CUBA,Havana Province,"Miramar, Havana",Swimming,M,Y
1931,Unprovoked,USA,Texas,Off Brownsville,Swimming,M,N
1931,Unprovoked,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Swimming,M,N
1931,Unprovoked,AUSTRALIA,Queensland,Port Douglas,Boarding,M,Y
1931,Unprovoked,FIJI,Viti Levu Island,Tamavua River,Swimming,M,N
1931,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Swimming,M,N
1931,Unprovoked,USA,Hawaii,"Pearl Harbor, O'ahu",Fishing,M,N
1931,Provoked,USA,Hawaii,"Pearl Harbor, O'ahu",Boarding,M,N
1931,Unprovoked,USA,Florida,"Key West, Monroe County ",Other,M,N
1931,Boat,AUSTRALIA,New South Wales,Kempsey,Unknown,Unknown,N
1931,Unprovoked,Unknown,French Southern Territories,Île Saint-Paul,Fishing,M,Y
1931,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing,M,Y
1931,Boat,TURKEY,Unknown,"Bakurköy, Istanbul",Fishing,Unknown,N
1931,Provoked,AUSTRALIA,South Australia,Encounter Bay,Fishing,M,N
1931,Invalid,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,Y
1931,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Unknown,M,N
1931,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Diving,M,N
1931,Unprovoked,AUSTRALIA,Queensland,"Yeppoon, near Ross Creek",Swimming,M,N
1931,Unprovoked,TONGA,Niua ,Niuafo'ou Island ,Swimming,M,Y
1931,Unprovoked,PAPUA NEW GUINEA,Unknown,Unknown,Unknown,Unknown,Unknown
1930,Unprovoked,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",Swimming,M,N
1930,Unprovoked,AUSTRALIA,New South Wales,"Sailor Bay, Middle Harbour, Sydney",Boarding,M,Y
1930,Boat,AUSTRALIA,Victoria,Rosebud,Fishing,Unknown,N
1930,Unprovoked,AUSTRALIA,New South Wales,Parramata River,Unknown,M,Y
1930,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",Fishing,M,N
1930,Unprovoked,HONDURAS,Black River,Unknown,Swimming,M,Y
1930,Boat,AZORES,Unknown,Unknown,Unknown,Unknown,N
1930,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Fishing,M,N
1930,Unprovoked,SPAIN,Canary Islands,"El Escabonal, Tenerife ",Swimming,M,N
1930,Unprovoked,USA,Florida,"Palm Beach Inlet, Palm Beach County",Swimming,M,N
1930,Unprovoked,CUBA,Havana Province,"LaPlaya Beach / Vedado, Havana",Swimming,M,N
1930,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,N
1930,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,Unknown,M,Y
1930,Unprovoked,USA,Texas,High Island,Swimming,M,N
1930,Boat,TURKEY,Unknown,Ye?ilköy,Fishing,M,N
1930,Invalid,COSTA RICA,Limón Province,Off Porto Limon,Other,Unknown,Y
1930,Invalid,SOUTH AFRICA,Eastern Cape Province,Bashee River,Unknown,M,Y
1930,Unprovoked,USA,Florida,70 miles off Tarpon Springs,Diving,M,N
1930,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Diving,M,N
1930,Unprovoked,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Diving,M,Y
1930,Provoked,AUSTRALIA,Western Australia,Onslow,Other,M,N
1930,Boat,MEXICO,Veracruz,Panuco River Mouth,Fishing,Unknown,Y
1930,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",Swimming,M,N
1930,Sea Disaster,MAURITIUS,Unknown,Two miles from shore in Tamarind Bay,Swimming,M,Y
1930,Unprovoked,OKINAWA,Unknown,Unknown,Unknown,M,N
1930,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"North End Beach, Port Elizabeth",Swimming,M,Y
1929,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Diving,M,Y
1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,N
1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,Surfing,F,N
1929,Unprovoked,AUSTRALIA,Queensland,Townsville,Unknown,M,Y
1929,Sea Disaster,KIRIBATI,Phoenix Islands,Nikumaroro Island,Other,Unknown,Y
1929,Unprovoked,CUBA,Cienfuegos Province,Cienfuegos,Fishing,M,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,Diving,M,N
1929,Unprovoked,SPAIN,Valencia,Nasareth Beach,Fishing,M,N
1929,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Other,M,Y
1929,Unprovoked,USA,South Carolina,Fort Moultrie,Bathing,M,N
1929,Unprovoked,MEXICO,Tamaulipas,Tampico,Swimming,M,N
1929,Invalid,CAPE VERDE,Santiago Island,Tarrafal,Unknown,F,Y
1929,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Unknown,Diving,M,N
1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,N
1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",Bathing,M,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Unknown,M,Y
1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Swimming,M,Y
1929,Unprovoked,USA,Florida,"Sea Spray, Palm Beach",Swimming,M,N
1929,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Bathing,M,Y
1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,Surfing,M,N
1929,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Surfing,M,Y
1929,Boat,AUSTRALIA,Western Australia,Glenelg,Canoeing,Unknown,N
1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Swimming,M,Y
1929,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Swimming,M,Y
1929,Unprovoked,NEW ZEALAND,North Island,"Miranda Head, Hauriki Gulf",Bathing,F,N
1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Surfing,M,Y
1929,Boat,TURKEY,Unknown,San Stefano,Fishing,M,Y
1929,Unprovoked,FIJI,Viti Levu Island,Suva Harbor,Diving,M,Y
1929,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,Swimming,M,N
1929,Provoked,AUSTRALIA,South Australia,Ardrossan,Bathing,M,N
1929,Provoked,USA,Florida,Indian River area,Fishing,M,N
1929,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",Unknown,M,N
1929,Unprovoked,USA,Florida,"Cape Canaveral, Brevard County",Diving,M,N
1928,Unprovoked,AUSTRALIA,Unknown,Unknown,Diving,M,N
1928,Provoked,USA,New Jersey,"Seabright, Monmouth County",Fishing,M,N
1928,Boat,INDIA,Unknown,Unknown,Unknown,M,N
1928,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA",Other,M,Y
1928,Unprovoked,PANAMA,Gulf of Panama,Taboga Island Bay,Swimming,M,Y
1928,Unprovoked,USA,Texas,Corpus Christi,Fishing,M,N
1928,Invalid,USA,New Jersey,Off shore,Unknown,M,Unknown
1928,Provoked,ITALY,Tuscany,Viareggio,Sailing,M,N
1928,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,N
1928,Invalid,INDIA,Unknown,Unknown,Unknown,M,Unknown
1928,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",Fishing,M,N
1928,Unprovoked,AUSTRALIA,New South Wales,Bondi,Bathing,M,N
1928,Unprovoked,JAMAICA,Unknown,"Coal wharf, Port Royal",Diving,M,Y
1928,Unprovoked,AUSTRALIA,Queensland,Graceville,Bathing,M,N
1928,Unprovoked,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",Bathing,M,Y
1928,Unprovoked,AUSTRALIA,Queensland,Unknown,Unknown,M,N
1928,Unprovoked,AUSTRALIA,Torres Strait,"Near Barrow Point, Queensland",Diving,M,Y
1928,Unprovoked,COSTA RICA,Near Puntarenas,Unknown,Swimming,F,N
1928,Unprovoked,COSTA RICA,Near Puntarenas,Unknown,Swimming,M,N
1928,Unprovoked,AUSTRALIA,Torres Strait,Deliverance Island,Other,M,Y
1928,Invalid,USA,Florida,Unknown,Swimming,Unknown,Y
1928,Invalid,USA,Florida,Off Florida coast,Swimming,M,Y
1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Salt Vlei, Port Alfred",Unknown,F,N
1928,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River mouth,Surfing,M,N
1928,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Tugela River Mouth,Bathing,M,N
1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Little Brak River,Swimming,M,Y
1927,Sea Disaster,AUSTRALIA,New South Wales,"Bradleys Head, Sydney ",Other,Unknown,Y
1927,Sea Disaster,BRAZIL,Porto Seguro,90 miles off Albrohos Island,Other,Unknown,Y
1927,Unprovoked,AUSTRALIA,New South Wales,"Kiah Creek, Eden",Other,M,N
1927,Unprovoked,FIJI,Unknown,a river,Bathing,M,N
1927,Boat,AUSTRALIA,New South Wales,Bellambi Reef,Unknown,Unknown,N
1927,Sea Disaster,PHILIPPINES,Luzon Island,Bondoc Peninsula,Other,Unknown,Y
1927,Unprovoked,AUSTRALIA,Queensland,Off Cairns,Bathing,M,Y
1927,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,N
1927,Unprovoked,AUSTRALIA,Queensland,Near Thursday Island,Diving,M,N
1927,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Surfing,M,N
1927,Provoked,NICARAGUA,Salinas Bay,"A shark was caught, its head severed from body and hung from the anchor davit onboard the U.S.S. Borie",Other,M,N
1927,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Other,M,N
1927,Provoked,NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula, ",Fishing,M,N
1927,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidds Beach,Surfing,M,N
1927,Unprovoked,USA,California,"Catalina Channel, Los Angeles County",Swimming,M,N
1927,Unprovoked,AUSTRALIA,New South Wales,"Greys Point, Port Hacking",Swimming,M,Y
1927,Unprovoked,AUSTRALIA,New South Wales,15 miles up the Cataract River,Swimming,M,Y
1927,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Diving,M,N
1926,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving,M,Y
1926,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving,M,N
1926,Unprovoked,PAPUA NEW GUINEA,Central Province,Roku Point,Other,M,Y
1926,Unprovoked,AUSTRALIA,New South Wales,Clarence River,Bathing,M,N
1926,Sea Disaster,BERMUDA,Unknown,18 miles southwest of Bermuda ,Other,Unknown,N
1926,Unprovoked,PAPUA NEW GUINEA,Unknown,Near Port Moresby,Other,M,Y
1926,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,M,Y
1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,Y
1926,Boat,USA,New Jersey,20 miles off Seabright,Fishing,M,N
1926,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming,M,N
1926,Invalid,SPAIN,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,N
1926,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,M,Y
1926,Unprovoked,SOUTH ATLANTIC OCEAN,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Boarding,M,N
1926,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,N
1926,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming,F,Y
1926,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hamburg,Swimming,M,N
1926,Unprovoked,AUSTRALIA,Victoria,Unknown,Unknown,M,N
1926,Unprovoked,MONACO,Bay of Monaco,Unknown,Unknown,M,Y
1926,Provoked,NEW ZEALAND,Cook Islands,Rarotonga,Boarding,M,N
1926,Unprovoked,SINGAPORE,Unknown,Sea View Beach,Diving,F,Y
1926,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Swimming,M,Unknown
1925,Unprovoked,AUSTRALIA,Western Australia,Cottesloe Beach,Swimming,M,Y
1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Unknown,Unknown,N
1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Unknown,M,N
1925,Provoked,SPAIN,Valencia ,Valencia,Fishing,M,N
1925,Unprovoked,ENGLAND,Isle of Wight,Off Shanklin,Fishing,M,N
1925,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,N
1925,Invalid,AUSTRALIA,Western Australia,"Princess Royal Harbor, near King Georges Sound",Unknown,Unknown,Unknown
1925,Unprovoked,AUSTRALIA,New South Wales,Coogee,Other,M,N
1925,Unprovoked,AUSTRALIA,New South Wales,Newcastle Beach,Swimming,M,Y
1925,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,Y
1925,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,N
1925,Unprovoked,CANADA,Vancouver,Second Narrows in Burrard Inlet,Diving,M,N
1925,Unprovoked,FIJI,Viti Levu Island,"Suva Harbor, Suva",Diving,M,N
1924,Unprovoked,MEXICO,Tamaulipas,Tampico,Boarding,F,Y
1924,Unprovoked,PANAMA,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,Other,M,N
1924,Unprovoked,USA,Puerto Rico,Santurce,Bathing,M,Y
1924,Provoked,FRENCH POLYNESIA,Tuamotus,Rangiroa,Diving,M,N
1924,Unprovoked,AUSTRALIA,Victoria,Port Melbourne,Bathing,M,N
1924,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Bathing,M,N
1924,Provoked,ENGLAND,Dorset,Weymouth,Fishing,M,N
1924,Boat,USA,California,"Newport Beach, Orange County",Fishing,M,N
1924,Provoked,USA,Florida,"Bayboro, Pinellas County",Other,M,N
1924,Unprovoked,AUSTRALIA,New South Wales,Kiama,Swimming,M,Y
1924,Unprovoked,PANAMA,150 miles offshore,Unknown,Swimming,M,N
1924,Invalid,AUSTRALIA,Western Australia,Fremantle,Swimming,M,N
1924,Unprovoked,SOLOMON ISLANDS,Central Province,Savo Island,Swimming,M,N
1924,Boat,SPAIN,Galica,Sisargas Islands,Fishing,Unknown,N
1924,Unprovoked,AUSTRALIA,New South Wales,Bronte,Other,F,N
1924,Invalid,AUSTRALIA,Queensland,Currumbin,Bathing,M,Unknown
1924,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,M,Y
1924,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"St. Georges Strand, Port Elizabeth",Swimming,M,N
1924,Unprovoked,AUSTRALIA,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Swimming,M,Y
1923,Unprovoked,AUSTRALIA,New South Wales,"Murwillumbah, Tweed River",Swimming,M,N
1923,Unprovoked,AUSTRALIA,New South Wales,"Urunga, Belliger Heads",Fishing,M,Y
1923,Unprovoked,AUSTRALIA,Western Australia,"Condon, 88 km NE of Port Hedland",Other,M,Y
